Sayaç_Kodu,Sayaç_Seri_No,Dönem,Gün,Saat,Çekiş
2127570400.0,500279486,05/2025,2,21-22,6.674
2127570400.0,500279486,05/2025,3,21-22,6.795
2127570400.0,500279486,05/2025,4,21-22,6.735
2127570400.0,500279486,05/2025,5,21-22,6.774
2127570400.0,500279486,05/2025,6,21-22,6.762
2127570400.0,500279486,05/2025,7,21-22,6.608
2127570400.0,500279486,05/2025,8,21-22,6.643
2127570400.0,500279486,05/2025,9,21-22,6.657
2127570400.0,500279486,05/2025,10,21-22,6.583
2127570400.0,500279486,05/2025,11,21-22,6.658
2127570400.0,500279486,05/2025,12,21-22,6.715
2127570400.0,500279486,05/2025,13,21-22,6.656
2127570400.0,500279486,05/2025,14,21-22,6.664
2127570400.0,500279486,05/2025,15,21-22,6.699
2127570400.0,500279486,05/2025,16,21-22,6.686
2127570400.0,500279486,05/2025,17,21-22,6.677
2127570400.0,500279486,05/2025,18,21-22,6.744
2127570400.0,500279486,05/2025,19,21-22,6.82
2127570400.0,500279486,05/2025,20,21-22,6.955
2127570400.0,500279486,05/2025,21,21-22,6.918
2127570400.0,500279486,05/2025,22,21-22,6.933
2127570400.0,500279486,05/2025,23,21-22,6.871
2127570400.0,500279486,05/2025,24,21-22,6.892
2127570400.0,500279486,05/2025,25,21-22,6.815
2127570400.0,500279486,05/2025,26,21-22,6.897
2127570400.0,500279486,05/2025,27,21-22,6.858
2127570400.0,500279486,05/2025,28,21-22,6.938
2127570400.0,500279486,05/2025,29,21-22,6.869
2127570400.0,500279486,05/2025,30,21-22,6.897
2127570400.0,500279486,05/2025,31,21-22,6.9
2127570400.0,500279486,05/2025,1,22-23,6.837
2127570400.0,500279486,05/2025,2,22-23,6.787
2127570400.0,500279486,05/2025,3,22-23,6.934
2127570400.0,500279486,05/2025,4,22-23,6.82
2127570400.0,500279486,05/2025,5,22-23,6.846
2127570400.0,500279486,05/2025,6,22-23,6.908
2127570400.0,500279486,05/2025,7,22-23,6.721
2127570400.0,500279486,05/2025,8,22-23,6.738
2127570400.0,500279486,05/2025,9,22-23,6.731
2127570400.0,500279486,05/2025,10,22-23,6.68
2127570400.0,500279486,05/2025,11,22-23,6.737
2127570400.0,500279486,05/2025,12,22-23,6.808
2127570400.0,500279486,05/2025,13,22-23,6.772
2127570400.0,500279486,05/2025,14,22-23,6.781
2127570400.0,500279486,05/2025,15,22-23,6.769
2127570400.0,500279486,05/2025,16,22-23,6.77
2127570400.0,500279486,05/2025,17,22-23,6.799
2127570400.0,500279486,05/2025,18,22-23,6.825
2127570400.0,500279486,05/2025,19,22-23,6.935
2127570400.0,500279486,05/2025,20,22-23,7.016
2127570400.0,500279486,05/2025,21,22-23,6.991
2127570400.0,500279486,05/2025,22,22-23,6.977
2127570400.0,500279486,05/2025,23,22-23,6.902
2127570400.0,500279486,05/2025,24,22-23,6.977
2127570400.0,500279486,05/2025,25,22-23,6.89
2127570400.0,500279486,05/2025,26,22-23,6.98
2127570400.0,500279486,05/2025,27,22-23,6.965
2127570400.0,500279486,05/2025,28,22-23,6.998
2127570400.0,500279486,05/2025,29,22-23,6.945
2127570400.0,500279486,05/2025,30,22-23,6.98
2127570400.0,500279486,05/2025,31,22-23,6.971
2127570400.0,500279486,05/2025,1,23-24,6.865
2127570400.0,500279486,05/2025,2,23-24,6.864
2127570400.0,500279486,05/2025,3,23-24,6.983
2127570400.0,500279486,05/2025,4,23-24,6.921
2127570400.0,500279486,05/2025,5,23-24,6.879
2127570400.0,500279486,05/2025,6,23-24,6.97
2127570400.0,500279486,05/2025,7,23-24,6.81
2127570400.0,500279486,05/2025,8,23-24,6.729
2127570400.0,500279486,05/2025,9,23-24,6.803
2127570400.0,500279486,05/2025,10,23-24,6.78
2127570400.0,500279486,05/2025,11,23-24,6.798
2127570400.0,500279486,05/2025,12,23-24,6.825
2127570400.0,500279486,05/2025,13,23-24,6.858
2127570400.0,500279486,05/2025,14,23-24,6.782
2127570400.0,500279486,05/2025,15,23-24,6.836
2127570400.0,500279486,05/2025,16,23-24,6.756
2127570400.0,500279486,05/2025,17,23-24,6.881
2127570400.0,500279486,05/2025,18,23-24,6.899
2127570400.0,500279486,05/2025,19,23-24,6.95
2127570400.0,500279486,05/2025,20,23-24,7.04
2127570400.0,500279486,05/2025,21,23-24,7.04
2127570400.0,500279486,05/2025,22,23-24,7.055
2127570400.0,500279486,05/2025,23,23-24,6.984
2127570400.0,500279486,05/2025,24,23-24,6.993
2127570400.0,500279486,05/2025,25,23-24,6.987
2127570400.0,500279486,05/2025,26,23-24,7.048
2127570400.0,500279486,05/2025,27,23-24,7.027
2127570400.0,500279486,05/2025,28,23-24,7.043
2127570400.0,500279486,05/2025,29,23-24,7.017
2127570400.0,500279486,05/2025,30,23-24,7.027
2127570400.0,500279486,05/2025,31,23-24,7.033
2127570400.0,500279486,05/2025,1,23-24,69.50999999999998
2127570400.0,500279486,05/2025,2,23-24,68.65499999999999
2127570400.0,500279486,05/2025,3,23-24,69.25099999999999
2127570400.0,500279486,05/2025,4,23-24,68.99499999999999
2127570400.0,500279486,05/2025,5,23-24,69.018
2127570400.0,500279486,05/2025,6,23-24,68.50099999999999
2127570400.0,500279486,05/2025,7,23-24,67.70499999999998
2127570400.0,500279486,05/2025,8,23-24,66.54699999999998
2127570400.0,500279486,05/2025,9,23-24,66.37999999999998
2127570400.0,500279486,05/2025,10,23-24,65.54899999999998
2127570400.0,500279486,05/2025,11,23-24,65.76399999999998
2127570400.0,500279486,05/2025,12,23-24,59.273999999999994
2127570400.0,500279486,05/2025,13,23-24,67.963
2127570400.0,500279486,05/2025,14,23-24,65.30899999999997
2127570400.0,500279486,05/2025,15,23-24,64.85999999999999
2127570400.0,500279486,05/2025,16,23-24,64.86799999999998
2127570400.0,500279486,05/2025,17,23-24,64.50399999999999
2127570400.0,500279486,05/2025,18,23-24,64.72099999999998
2127570400.0,500279486,05/2025,19,23-24,65.803
2127570400.0,500279486,05/2025,20,23-24,65.86099999999999
2127570400.0,500279486,05/2025,21,23-24,65.84999999999998
2127570400.0,500279486,05/2025,22,23-24,65.749
2127570400.0,500279486,05/2025,23,23-24,65.16799999999998
2127570400.0,500279486,05/2025,24,23-24,64.87099999999998
2127570400.0,500279486,05/2025,25,23-24,64.40999999999998
2127570400.0,500279486,05/2025,26,23-24,64.80099999999999
2127570400.0,500279486,05/2025,27,23-24,64.53999999999998
2127570400.0,500279486,05/2025,28,23-24,64.82899999999998
2127570400.0,500279486,05/2025,29,23-24,64.23099999999998
2127570400.0,500279486,05/2025,30,23-24,64.00599999999997
2127570400.0,500279486,05/2025,31,23-24,64.10499999999998
2127570400.0,500279486,06/2025,1,00-01,7.139
2127570400.0,500279486,06/2025,2,00-01,7.064
2127570400.0,500279486,06/2025,3,00-01,6.983
2127570400.0,500279486,06/2025,4,00-01,7.073
2127570400.0,500279486,06/2025,5,00-01,7.082
2127570400.0,500279486,06/2025,6,00-01,7.041
2127570400.0,500279486,06/2025,7,00-01,7.038
2127570400.0,500279486,06/2025,8,00-01,7.108
2127570400.0,500279486,06/2025,9,00-01,7.077
2127570400.0,500279486,06/2025,10,00-01,7.036
2127570400.0,500279486,06/2025,11,00-01,7.116
2127570400.0,500279486,06/2025,12,00-01,6.623
2127570400.0,500279486,06/2025,13,00-01,6.828
2127570400.0,500279486,06/2025,14,00-01,6.628
2127570400.0,500279486,06/2025,15,00-01,6.604
2127570400.0,500279486,06/2025,16,00-01,6.747
2127570400.0,500279486,06/2025,17,00-01,6.637
2127570400.0,500279486,06/2025,18,00-01,6.558
2127570400.0,500279486,06/2025,19,00-01,6.603
2127570400.0,500279486,06/2025,20,00-01,6.535
2127570400.0,500279486,06/2025,21,00-01,6.503
2127570400.0,500279486,06/2025,22,00-01,6.613
2127570400.0,500279486,06/2025,23,00-01,6.617
2127570400.0,500279486,06/2025,24,00-01,6.521
2127570400.0,500279486,06/2025,25,00-01,6.64
2127570400.0,500279486,06/2025,26,00-01,6.536
2127570400.0,500279486,06/2025,27,00-01,6.726
2127570400.0,500279486,06/2025,28,00-01,6.579
2127570400.0,500279486,06/2025,29,00-01,6.707
2127570400.0,500279486,06/2025,30,00-01,6.826
2127570400.0,500279486,06/2025,1,01-02,7.125
2127570400.0,500279486,06/2025,2,01-02,7.173
2127570400.0,500279486,06/2025,3,01-02,7.099
2127570400.0,500279486,06/2025,4,01-02,7.177
2127570400.0,500279486,06/2025,5,01-02,7.197
2127570400.0,500279486,06/2025,6,01-02,7.17
2127570400.0,500279486,06/2025,7,01-02,7.164
2127570400.0,500279486,06/2025,8,01-02,7.233
2127570400.0,500279486,06/2025,9,01-02,7.157
2127570400.0,500279486,06/2025,10,01-02,7.141
2127570400.0,500279486,06/2025,11,01-02,7.15
2127570400.0,500279486,06/2025,12,01-02,6.717
2127570400.0,500279486,06/2025,13,01-02,6.821
2127570400.0,500279486,06/2025,14,01-02,6.712
2127570400.0,500279486,06/2025,15,01-02,6.703
2127570400.0,500279486,06/2025,16,01-02,6.763
2127570400.0,500279486,06/2025,17,01-02,6.676
2127570400.0,500279486,06/2025,18,01-02,6.644
2127570400.0,500279486,06/2025,19,01-02,6.67
2127570400.0,500279486,06/2025,20,01-02,6.635
2127570400.0,500279486,06/2025,21,01-02,6.555
2127570400.0,500279486,06/2025,22,01-02,6.618
2127570400.0,500279486,06/2025,23,01-02,6.698
2127570400.0,500279486,06/2025,24,01-02,6.598
2127570400.0,500279486,06/2025,25,01-02,6.572
2127570400.0,500279486,06/2025,26,01-02,6.596
2127570400.0,500279486,06/2025,27,01-02,6.878
2127570400.0,500279486,06/2025,28,01-02,6.683
2127570400.0,500279486,06/2025,29,01-02,6.763
2127570400.0,500279486,06/2025,30,01-02,6.781
2127570400.0,500279486,06/2025,1,02-03,7.236
2127570400.0,500279486,06/2025,2,02-03,7.211
2127570400.0,500279486,06/2025,3,02-03,7.174
2127570400.0,500279486,06/2025,4,02-03,7.194
2127570400.0,500279486,06/2025,5,02-03,7.202
2127570400.0,500279486,06/2025,6,02-03,7.224
2127570400.0,500279486,06/2025,7,02-03,7.251
2127570400.0,500279486,06/2025,8,02-03,7.167
2127570400.0,500279486,06/2025,9,02-03,7.23
2127570400.0,500279486,06/2025,10,02-03,7.207
2127570400.0,500279486,06/2025,11,02-03,7.192
2127570400.0,500279486,06/2025,12,02-03,6.8
2127570400.0,500279486,06/2025,13,02-03,6.805
2127570400.0,500279486,06/2025,14,02-03,6.799
2127570400.0,500279486,06/2025,15,02-03,6.745
2127570400.0,500279486,06/2025,16,02-03,6.812
2127570400.0,500279486,06/2025,17,02-03,6.716
2127570400.0,500279486,06/2025,18,02-03,6.675
2127570400.0,500279486,06/2025,19,02-03,6.691
2127570400.0,500279486,06/2025,20,02-03,6.693
2127570400.0,500279486,06/2025,21,02-03,6.647
2127570400.0,500279486,06/2025,22,02-03,6.573
2127570400.0,500279486,06/2025,23,02-03,6.725
2127570400.0,500279486,06/2025,24,02-03,6.642
2127570400.0,500279486,06/2025,25,02-03,6.702
2127570400.0,500279486,06/2025,26,02-03,6.63
2127570400.0,500279486,06/2025,27,02-03,6.958
2127570400.0,500279486,06/2025,28,02-03,6.777
2127570400.0,500279486,06/2025,29,02-03,6.855
2127570400.0,500279486,06/2025,30,02-03,6.815
2127570400.0,500279486,06/2025,1,03-04,7.278
2127570400.0,500279486,06/2025,2,03-04,7.227
2127570400.0,500279486,06/2025,3,03-04,7.212
2127570400.0,500279486,06/2025,4,03-04,7.233
2127570400.0,500279486,06/2025,5,03-04,7.261
2127570400.0,500279486,06/2025,6,03-04,7.25
2127570400.0,500279486,06/2025,7,03-04,7.213
2127570400.0,500279486,06/2025,8,03-04,7.226
2127570400.0,500279486,06/2025,9,03-04,7.298
2127570400.0,500279486,06/2025,10,03-04,7.24
2127570400.0,500279486,06/2025,11,03-04,7.216
2127570400.0,500279486,06/2025,12,03-04,6.676
2127570400.0,500279486,06/2025,13,03-04,6.83
2127570400.0,500279486,06/2025,14,03-04,6.851
2127570400.0,500279486,06/2025,15,03-04,6.881
2127570400.0,500279486,06/2025,16,03-04,6.766
2127570400.0,500279486,06/2025,17,03-04,6.733
2127570400.0,500279486,06/2025,18,03-04,6.702
2127570400.0,500279486,06/2025,19,03-04,6.726
2127570400.0,500279486,06/2025,20,03-04,6.718
2127570400.0,500279486,06/2025,21,03-04,6.692
2127570400.0,500279486,06/2025,22,03-04,6.587
2127570400.0,500279486,06/2025,23,03-04,6.682
2127570400.0,500279486,06/2025,24,03-04,6.682
2127570400.0,500279486,06/2025,25,03-04,6.732
2127570400.0,500279486,06/2025,26,03-04,6.646
2127570400.0,500279486,06/2025,27,03-04,6.909
2127570400.0,500279486,06/2025,28,03-04,6.836
2127570400.0,500279486,06/2025,29,03-04,6.828
2127570400.0,500279486,06/2025,30,03-04,6.836
2127570400.0,500279486,06/2025,1,04-05,7.217
2127570400.0,500279486,06/2025,2,04-05,7.232
2127570400.0,500279486,06/2025,3,04-05,7.247
2127570400.0,500279486,06/2025,4,04-05,7.247
2127570400.0,500279486,06/2025,5,04-05,7.351
2127570400.0,500279486,06/2025,6,04-05,7.27
2127570400.0,500279486,06/2025,7,04-05,7.249
2127570400.0,500279486,06/2025,8,04-05,7.262
2127570400.0,500279486,06/2025,9,04-05,7.348
2127570400.0,500279486,06/2025,10,04-05,7.251
2127570400.0,500279486,06/2025,11,04-05,7.251
2127570400.0,500279486,06/2025,12,04-05,6.82
2127570400.0,500279486,06/2025,13,04-05,6.846
2127570400.0,500279486,06/2025,14,04-05,6.774
2127570400.0,500279486,06/2025,15,04-05,6.815
2127570400.0,500279486,06/2025,16,04-05,6.725
2127570400.0,500279486,06/2025,17,04-05,6.72
2127570400.0,500279486,06/2025,18,04-05,6.731
2127570400.0,500279486,06/2025,19,04-05,6.752
2127570400.0,500279486,06/2025,20,04-05,6.728
2127570400.0,500279486,06/2025,21,04-05,6.615
2127570400.0,500279486,06/2025,22,04-05,6.622
2127570400.0,500279486,06/2025,23,04-05,6.688
2127570400.0,500279486,06/2025,24,04-05,6.7
2127570400.0,500279486,06/2025,25,04-05,6.761
2127570400.0,500279486,06/2025,26,04-05,6.668
2127570400.0,500279486,06/2025,27,04-05,6.916
2127570400.0,500279486,06/2025,28,04-05,6.877
2127570400.0,500279486,06/2025,29,04-05,6.861
2127570400.0,500279486,06/2025,30,04-05,6.863
2127570400.0,500279486,06/2025,1,05-06,1.862
2127570400.0,500279486,06/2025,2,05-06,1.739
2127570400.0,500279486,06/2025,3,05-06,1.751
2127570400.0,500279486,06/2025,4,05-06,1.627
2127570400.0,500279486,06/2025,5,05-06,1.65
2127570400.0,500279486,06/2025,6,05-06,1.627
2127570400.0,500279486,06/2025,7,05-06,1.493
2127570400.0,500279486,06/2025,8,05-06,1.498
2127570400.0,500279486,06/2025,9,05-06,1.513
2127570400.0,500279486,06/2025,10,05-06,1.486
2127570400.0,500279486,06/2025,11,05-06,1.485
2127570400.0,500279486,06/2025,12,05-06,1.399
2127570400.0,500279486,06/2025,13,05-06,1.397
2127570400.0,500279486,06/2025,14,05-06,1.268
2127570400.0,500279486,06/2025,15,05-06,1.278
2127570400.0,500279486,06/2025,16,05-06,1.364
2127570400.0,500279486,06/2025,17,05-06,1.363
2127570400.0,500279486,06/2025,18,05-06,1.363
2127570400.0,500279486,06/2025,19,05-06,1.363
2127570400.0,500279486,06/2025,20,05-06,1.359
2127570400.0,500279486,06/2025,21,05-06,1.332
2127570400.0,500279486,06/2025,22,05-06,1.331
2127570400.0,500279486,06/2025,23,05-06,1.454
2127570400.0,500279486,06/2025,24,05-06,1.452
2127570400.0,500279486,06/2025,25,05-06,1.467
2127570400.0,500279486,06/2025,26,05-06,1.553
2127570400.0,500279486,06/2025,27,05-06,1.613
2127570400.0,500279486,06/2025,28,05-06,1.599
2127570400.0,500279486,06/2025,29,05-06,1.705
2127570400.0,500279486,06/2025,30,05-06,1.707
2127570400.0,500279486,06/2025,1,06-07,0.0
2127570400.0,500279486,06/2025,2,06-07,0.0
2127570400.0,500279486,06/2025,3,06-07,0.0
2127570400.0,500279486,06/2025,4,06-07,0.0
2127570400.0,500279486,06/2025,5,06-07,0.0
2127570400.0,500279486,06/2025,6,06-07,0.0
2127570400.0,500279486,06/2025,7,06-07,0.0
2127570400.0,500279486,06/2025,8,06-07,0.0
2127570400.0,500279486,06/2025,9,06-07,0.0
2127570400.0,500279486,06/2025,10,06-07,0.0
2127570400.0,500279486,06/2025,11,06-07,0.0
2127570400.0,500279486,06/2025,12,06-07,0.0
2127570400.0,500279486,06/2025,13,06-07,0.0
2127570400.0,500279486,06/2025,14,06-07,0.0
2127570400.0,500279486,06/2025,15,06-07,0.0
2127570400.0,500279486,06/2025,16,06-07,0.0
2127570400.0,500279486,06/2025,17,06-07,0.0
2127570400.0,500279486,06/2025,18,06-07,0.0
2127570400.0,500279486,06/2025,19,06-07,0.0
2127570400.0,500279486,06/2025,20,06-07,0.0
2127570400.0,500279486,06/2025,21,06-07,0.0
2127570400.0,500279486,06/2025,22,06-07,0.0
2127570400.0,500279486,06/2025,23,06-07,0.0
2127570400.0,500279486,06/2025,24,06-07,0.0
2127570400.0,500279486,06/2025,25,06-07,0.0
2127570400.0,500279486,06/2025,26,06-07,0.0
2127570400.0,500279486,06/2025,27,06-07,0.0
2127570400.0,500279486,06/2025,28,06-07,0.0
2127570400.0,500279486,06/2025,29,06-07,0.0
2127570400.0,500279486,06/2025,30,06-07,0.0
2127570400.0,500279486,06/2025,1,07-08,0.001
2127570400.0,500279486,06/2025,2,07-08,0.001
2127570400.0,500279486,06/2025,3,07-08,0.001
2127570400.0,500279486,06/2025,4,07-08,0.001
2127570400.0,500279486,06/2025,5,07-08,0.001
2127570400.0,500279486,06/2025,6,07-08,0.001
2127570400.0,500279486,06/2025,7,07-08,0.001
2127570400.0,500279486,06/2025,8,07-08,0.001
2127570400.0,500279486,06/2025,9,07-08,0.001
2127570400.0,500279486,06/2025,10,07-08,0.001
2127570400.0,500279486,06/2025,11,07-08,0.001
2127570400.0,500279486,06/2025,12,07-08,0.001
2127570400.0,500279486,06/2025,13,07-08,0.001
2127570400.0,500279486,06/2025,14,07-08,0.001
2127570400.0,500279486,06/2025,15,07-08,0.001
2127570400.0,500279486,06/2025,16,07-08,0.001
2127570400.0,500279486,06/2025,17,07-08,0.001
2127570400.0,500279486,06/2025,18,07-08,0.001
2127570400.0,500279486,06/2025,19,07-08,0.001
2127570400.0,500279486,06/2025,20,07-08,0.001
2127570400.0,500279486,06/2025,21,07-08,0.001
2127570400.0,500279486,06/2025,22,07-08,0.001
2127570400.0,500279486,06/2025,23,07-08,0.001
2127570400.0,500279486,06/2025,24,07-08,0.001
2127570400.0,500279486,06/2025,25,07-08,0.001
2127570400.0,500279486,06/2025,26,07-08,0.001
2127570400.0,500279486,06/2025,27,07-08,0.001
2127570400.0,500279486,06/2025,28,07-08,0.001
2127570400.0,500279486,06/2025,29,07-08,0.001
2127570400.0,500279486,06/2025,30,07-08,0.001
2127570400.0,500279486,06/2025,1,08-09,0.0
2127570400.0,500279486,06/2025,2,08-09,0.0
2127570400.0,500279486,06/2025,3,08-09,0.0
2127570400.0,500279486,06/2025,4,08-09,0.0
2127570400.0,500279486,06/2025,5,08-09,0.0
2127570400.0,500279486,06/2025,6,08-09,0.001
2127570400.0,500279486,06/2025,7,08-09,0.0
2127570400.0,500279486,06/2025,8,08-09,0.001
2127570400.0,500279486,06/2025,9,08-09,0.0
2127570400.0,500279486,06/2025,10,08-09,0.0
2127570400.0,500279486,06/2025,11,08-09,0.0
2127570400.0,500279486,06/2025,12,08-09,0.0
2127570400.0,500279486,06/2025,13,08-09,0.0
2127570400.0,500279486,06/2025,14,08-09,0.0
2127570400.0,500279486,06/2025,15,08-09,0.0
2127570400.0,500279486,06/2025,16,08-09,0.0
2127570400.0,500279486,06/2025,17,08-09,0.0
2127570400.0,500279486,06/2025,18,08-09,0.0
2127570400.0,500279486,06/2025,19,08-09,0.0
2127570400.0,500279486,06/2025,20,08-09,0.0
2127570400.0,500279486,06/2025,21,08-09,0.0
2127570400.0,500279486,06/2025,22,08-09,0.0
2127570400.0,500279486,06/2025,23,08-09,0.0
2127570400.0,500279486,06/2025,24,08-09,0.0
2127570400.0,500279486,06/2025,25,08-09,0.0
2127570400.0,500279486,06/2025,26,08-09,0.0
2127570400.0,500279486,06/2025,27,08-09,0.0
2127570400.0,500279486,06/2025,28,08-09,0.0
2127570400.0,500279486,06/2025,29,08-09,0.0
2127570400.0,500279486,06/2025,30,08-09,0.0
2127570400.0,500279486,06/2025,1,09-10,0.001
2127570400.0,500279486,06/2025,2,09-10,0.001
2127570400.0,500279486,06/2025,3,09-10,0.001
2127570400.0,500279486,06/2025,4,09-10,0.001
2127570400.0,500279486,06/2025,5,09-10,0.001
2127570400.0,500279486,06/2025,6,09-10,0.0
2127570400.0,500279486,06/2025,7,09-10,0.001
2127570400.0,500279486,06/2025,8,09-10,0.0
2127570400.0,500279486,06/2025,9,09-10,0.001
2127570400.0,500279486,06/2025,10,09-10,0.001
2127570400.0,500279486,06/2025,11,09-10,0.001
2127570400.0,500279486,06/2025,12,09-10,0.001
2127570400.0,500279486,06/2025,13,09-10,0.001
2127570400.0,500279486,06/2025,14,09-10,0.001
2127570400.0,500279486,06/2025,15,09-10,0.001
2127570400.0,500279486,06/2025,16,09-10,0.001
2127570400.0,500279486,06/2025,17,09-10,0.001
2127570400.0,500279486,06/2025,18,09-10,0.001
2127570400.0,500279486,06/2025,19,09-10,0.001
2127570400.0,500279486,06/2025,20,09-10,0.061
2127570400.0,500279486,06/2025,21,09-10,0.001
2127570400.0,500279486,06/2025,22,09-10,0.001
2127570400.0,500279486,06/2025,23,09-10,0.001
2127570400.0,500279486,06/2025,24,09-10,0.001
2127570400.0,500279486,06/2025,25,09-10,0.001
2127570400.0,500279486,06/2025,26,09-10,0.001
2127570400.0,500279486,06/2025,27,09-10,0.001
2127570400.0,500279486,06/2025,28,09-10,0.001
2127570400.0,500279486,06/2025,29,09-10,0.001
2127570400.0,500279486,06/2025,30,09-10,0.001
2127570400.0,500279486,06/2025,1,10-11,0.001
2127570400.0,500279486,06/2025,2,10-11,0.001
2127570400.0,500279486,06/2025,3,10-11,0.001
2127570400.0,500279486,06/2025,4,10-11,0.001
2127570400.0,500279486,06/2025,5,10-11,0.001
2127570400.0,500279486,06/2025,6,10-11,0.001
2127570400.0,500279486,06/2025,7,10-11,0.001
2127570400.0,500279486,06/2025,8,10-11,0.001
2127570400.0,500279486,06/2025,9,10-11,0.001
2127570400.0,500279486,06/2025,10,10-11,0.001
2127570400.0,500279486,06/2025,11,10-11,0.001
2127570400.0,500279486,06/2025,12,10-11,0.001
2127570400.0,500279486,06/2025,13,10-11,0.001
2127570400.0,500279486,06/2025,14,10-11,0.001
2127570400.0,500279486,06/2025,15,10-11,0.001
2127570400.0,500279486,06/2025,16,10-11,0.001
2127570400.0,500279486,06/2025,17,10-11,0.001
2127570400.0,500279486,06/2025,18,10-11,0.001
2127570400.0,500279486,06/2025,19,10-11,0.001
2127570400.0,500279486,06/2025,20,10-11,0.001
2127570400.0,500279486,06/2025,21,10-11,0.0
2127570400.0,500279486,06/2025,22,10-11,0.0
2127570400.0,500279486,06/2025,23,10-11,0.0
2127570400.0,500279486,06/2025,24,10-11,0.0
2127570400.0,500279486,06/2025,25,10-11,0.0
2127570400.0,500279486,06/2025,26,10-11,0.0
2127570400.0,500279486,06/2025,27,10-11,0.0
2127570400.0,500279486,06/2025,28,10-11,0.0
2127570400.0,500279486,06/2025,29,10-11,0.0
2127570400.0,500279486,06/2025,30,10-11,0.0
2127570400.0,500279486,06/2025,1,11-12,0.0
2127570400.0,500279486,06/2025,2,11-12,0.0
2127570400.0,500279486,06/2025,3,11-12,0.0
2127570400.0,500279486,06/2025,4,11-12,0.0
2127570400.0,500279486,06/2025,5,11-12,0.0
2127570400.0,500279486,06/2025,6,11-12,0.0
2127570400.0,500279486,06/2025,7,11-12,0.0
2127570400.0,500279486,06/2025,8,11-12,0.0
2127570400.0,500279486,06/2025,9,11-12,0.0
2127570400.0,500279486,06/2025,10,11-12,0.0
2127570400.0,500279486,06/2025,11,11-12,0.0
2127570400.0,500279486,06/2025,12,11-12,0.0
2127570400.0,500279486,06/2025,13,11-12,0.0
2127570400.0,500279486,06/2025,14,11-12,0.0
2127570400.0,500279486,06/2025,15,11-12,0.0
2127570400.0,500279486,06/2025,16,11-12,0.0
2127570400.0,500279486,06/2025,17,11-12,0.0
2127570400.0,500279486,06/2025,18,11-12,0.0
2127570400.0,500279486,06/2025,19,11-12,0.0
2127570400.0,500279486,06/2025,20,11-12,0.0
2127570400.0,500279486,06/2025,21,11-12,0.001
2127570400.0,500279486,06/2025,22,11-12,0.001
2127570400.0,500279486,06/2025,23,11-12,0.001
2127570400.0,500279486,06/2025,24,11-12,0.001
2127570400.0,500279486,06/2025,25,11-12,0.001
2127570400.0,500279486,06/2025,26,11-12,0.001
2127570400.0,500279486,06/2025,27,11-12,0.001
2127570400.0,500279486,06/2025,28,11-12,0.001
2127570400.0,500279486,06/2025,29,11-12,0.001
2127570400.0,500279486,06/2025,30,11-12,0.001
2127570400.0,500279486,06/2025,1,12-13,0.001
2127570400.0,500279486,06/2025,2,12-13,0.001
2127570400.0,500279486,06/2025,3,12-13,0.001
2127570400.0,500279486,06/2025,4,12-13,0.001
2127570400.0,500279486,06/2025,5,12-13,0.001
2127570400.0,500279486,06/2025,6,12-13,0.001
2127570400.0,500279486,06/2025,7,12-13,0.001
2127570400.0,500279486,06/2025,8,12-13,0.001
2127570400.0,500279486,06/2025,9,12-13,0.001
2127570400.0,500279486,06/2025,10,12-13,0.001
2127570400.0,500279486,06/2025,11,12-13,0.001
2127570400.0,500279486,06/2025,12,12-13,0.001
2127570400.0,500279486,06/2025,13,12-13,0.001
2127570400.0,500279486,06/2025,14,12-13,0.001
2127570400.0,500279486,06/2025,15,12-13,0.001
2127570400.0,500279486,06/2025,16,12-13,0.001
2127570400.0,500279486,06/2025,17,12-13,0.001
2127570400.0,500279486,06/2025,18,12-13,0.001
2127570400.0,500279486,06/2025,19,12-13,0.001
2127570400.0,500279486,06/2025,20,12-13,0.001
2127570400.0,500279486,06/2025,21,12-13,0.001
2127570400.0,500279486,06/2025,22,12-13,0.001
2127570400.0,500279486,06/2025,23,12-13,0.001
2127570400.0,500279486,06/2025,24,12-13,0.001
2127570400.0,500279486,06/2025,25,12-13,0.001
2127570400.0,500279486,06/2025,26,12-13,0.001
2127570400.0,500279486,06/2025,27,12-13,0.001
2127570400.0,500279486,06/2025,28,12-13,0.001
2127570400.0,500279486,06/2025,29,12-13,0.001
2127570400.0,500279486,06/2025,30,12-13,0.001
2127570400.0,500279486,06/2025,1,13-14,0.0
2127570400.0,500279486,06/2025,2,13-14,0.0
2127570400.0,500279486,06/2025,3,13-14,0.0
2127570400.0,500279486,06/2025,4,13-14,0.0
2127570400.0,500279486,06/2025,5,13-14,0.0
2127570400.0,500279486,06/2025,6,13-14,0.0
2127570400.0,500279486,06/2025,7,13-14,0.0
2127570400.0,500279486,06/2025,8,13-14,0.0
2127570400.0,500279486,06/2025,9,13-14,0.0
2127570400.0,500279486,06/2025,10,13-14,0.0
2127570400.0,500279486,06/2025,11,13-14,0.0
2127570400.0,500279486,06/2025,12,13-14,0.0
2127570400.0,500279486,06/2025,13,13-14,0.0
2127570400.0,500279486,06/2025,14,13-14,0.0
2127570400.0,500279486,06/2025,15,13-14,0.0
2127570400.0,500279486,06/2025,16,13-14,0.0
2127570400.0,500279486,06/2025,17,13-14,0.0
2127570400.0,500279486,06/2025,18,13-14,0.0
2127570400.0,500279486,06/2025,19,13-14,0.0
