Sayaç_Kodu,Sayaç_Seri_No,Dönem,Gün,Saat,Çekiş
2127570400.0,500279486,01/2026,9,10-11,0.0
2127570400.0,500279486,01/2026,10,10-11,0.0
2127570400.0,500279486,01/2026,11,10-11,0.001
2127570400.0,500279486,01/2026,12,10-11,0.0
2127570400.0,500279486,01/2026,13,10-11,0.0
2127570400.0,500279486,01/2026,14,10-11,0.0
2127570400.0,500279486,01/2026,15,10-11,0.001
2127570400.0,500279486,01/2026,16,10-11,0.0
2127570400.0,500279486,01/2026,17,10-11,0.0
2127570400.0,500279486,01/2026,18,10-11,0.001
2127570400.0,500279486,01/2026,19,10-11,0.001
2127570400.0,500279486,01/2026,20,10-11,0.0
2127570400.0,500279486,01/2026,21,10-11,0.0
2127570400.0,500279486,01/2026,22,10-11,0.0
2127570400.0,500279486,01/2026,23,10-11,0.001
2127570400.0,500279486,01/2026,24,10-11,0.0
2127570400.0,500279486,01/2026,25,10-11,0.001
2127570400.0,500279486,01/2026,26,10-11,0.001
2127570400.0,500279486,01/2026,27,10-11,0.001
2127570400.0,500279486,01/2026,28,10-11,0.001
2127570400.0,500279486,01/2026,29,10-11,0.0
2127570400.0,500279486,01/2026,30,10-11,0.0
2127570400.0,500279486,01/2026,31,10-11,0.0
2127570400.0,500279486,01/2026,1,11-12,0.0
2127570400.0,500279486,01/2026,2,11-12,0.0
2127570400.0,500279486,01/2026,3,11-12,0.001
2127570400.0,500279486,01/2026,4,11-12,0.001
2127570400.0,500279486,01/2026,5,11-12,0.0
2127570400.0,500279486,01/2026,6,11-12,0.001
2127570400.0,500279486,01/2026,7,11-12,0.001
2127570400.0,500279486,01/2026,8,11-12,0.0
2127570400.0,500279486,01/2026,9,11-12,0.001
2127570400.0,500279486,01/2026,10,11-12,0.001
2127570400.0,500279486,01/2026,11,11-12,0.0
2127570400.0,500279486,01/2026,12,11-12,0.0
2127570400.0,500279486,01/2026,13,11-12,0.001
2127570400.0,500279486,01/2026,14,11-12,0.001
2127570400.0,500279486,01/2026,15,11-12,0.0
2127570400.0,500279486,01/2026,16,11-12,0.001
2127570400.0,500279486,01/2026,17,11-12,0.001
2127570400.0,500279486,01/2026,18,11-12,0.0
2127570400.0,500279486,01/2026,19,11-12,0.0
2127570400.0,500279486,01/2026,20,11-12,0.001
2127570400.0,500279486,01/2026,21,11-12,0.001
2127570400.0,500279486,01/2026,22,11-12,0.001
2127570400.0,500279486,01/2026,23,11-12,0.0
2127570400.0,500279486,01/2026,24,11-12,0.001
2127570400.0,500279486,01/2026,25,11-12,0.0
2127570400.0,500279486,01/2026,26,11-12,0.0
2127570400.0,500279486,01/2026,27,11-12,0.0
2127570400.0,500279486,01/2026,28,11-12,0.0
2127570400.0,500279486,01/2026,29,11-12,0.001
2127570400.0,500279486,01/2026,30,11-12,0.001
2127570400.0,500279486,01/2026,31,11-12,0.001
2127570400.0,500279486,01/2026,1,12-13,0.001
2127570400.0,500279486,01/2026,2,12-13,0.001
2127570400.0,500279486,01/2026,3,12-13,0.0
2127570400.0,500279486,01/2026,4,12-13,0.0
2127570400.0,500279486,01/2026,5,12-13,0.0
2127570400.0,500279486,01/2026,6,12-13,0.0
2127570400.0,500279486,01/2026,7,12-13,0.0
2127570400.0,500279486,01/2026,8,12-13,0.0
2127570400.0,500279486,01/2026,9,12-13,0.0
2127570400.0,500279486,01/2026,10,12-13,0.0
2127570400.0,500279486,01/2026,11,12-13,0.001
2127570400.0,500279486,01/2026,12,12-13,0.001
2127570400.0,500279486,01/2026,13,12-13,0.0
2127570400.0,500279486,01/2026,14,12-13,0.0
2127570400.0,500279486,01/2026,15,12-13,0.001
2127570400.0,500279486,01/2026,16,12-13,0.0
2127570400.0,500279486,01/2026,17,12-13,0.0
2127570400.0,500279486,01/2026,18,12-13,0.001
2127570400.0,500279486,01/2026,19,12-13,0.001
2127570400.0,500279486,01/2026,20,12-13,0.0
2127570400.0,500279486,01/2026,21,12-13,0.0
2127570400.0,500279486,01/2026,22,12-13,0.0
2127570400.0,500279486,01/2026,23,12-13,0.001
2127570400.0,500279486,01/2026,24,12-13,0.0
2127570400.0,500279486,01/2026,25,12-13,0.001
2127570400.0,500279486,01/2026,26,12-13,0.001
2127570400.0,500279486,01/2026,27,12-13,0.001
2127570400.0,500279486,01/2026,28,12-13,0.0
2127570400.0,500279486,01/2026,29,12-13,0.0
2127570400.0,500279486,01/2026,30,12-13,0.0
2127570400.0,500279486,01/2026,31,12-13,0.0
2127570400.0,500279486,01/2026,1,13-14,0.0
2127570400.0,500279486,01/2026,2,13-14,0.0
2127570400.0,500279486,01/2026,3,13-14,0.001
2127570400.0,500279486,01/2026,4,13-14,0.0
2127570400.0,500279486,01/2026,5,13-14,0.001
2127570400.0,500279486,01/2026,6,13-14,0.001
2127570400.0,500279486,01/2026,7,13-14,0.001
2127570400.0,500279486,01/2026,8,13-14,0.001
2127570400.0,500279486,01/2026,9,13-14,0.001
2127570400.0,500279486,01/2026,10,13-14,0.0
2127570400.0,500279486,01/2026,11,13-14,0.0
2127570400.0,500279486,01/2026,12,13-14,0.0
2127570400.0,500279486,01/2026,13,13-14,0.001
2127570400.0,500279486,01/2026,14,13-14,0.001
2127570400.0,500279486,01/2026,15,13-14,0.0
2127570400.0,500279486,01/2026,16,13-14,0.001
2127570400.0,500279486,01/2026,17,13-14,0.001
2127570400.0,500279486,01/2026,18,13-14,0.0
2127570400.0,500279486,01/2026,19,13-14,0.0
2127570400.0,500279486,01/2026,20,13-14,0.001
2127570400.0,500279486,01/2026,21,13-14,0.001
2127570400.0,500279486,01/2026,22,13-14,0.001
2127570400.0,500279486,01/2026,23,13-14,0.0
2127570400.0,500279486,01/2026,24,13-14,0.001
2127570400.0,500279486,01/2026,25,13-14,0.0
2127570400.0,500279486,01/2026,26,13-14,0.0
2127570400.0,500279486,01/2026,27,13-14,0.0
2127570400.0,500279486,01/2026,28,13-14,0.001
2127570400.0,500279486,01/2026,29,13-14,0.001
2127570400.0,500279486,01/2026,30,13-14,0.001
2127570400.0,500279486,01/2026,31,13-14,0.001
2127570400.0,500279486,01/2026,1,14-15,0.001
2127570400.0,500279486,01/2026,2,14-15,0.001
2127570400.0,500279486,01/2026,3,14-15,0.0
2127570400.0,500279486,01/2026,4,14-15,0.001
2127570400.0,500279486,01/2026,5,14-15,0.0
2127570400.0,500279486,01/2026,6,14-15,0.0
2127570400.0,500279486,01/2026,7,14-15,0.0
2127570400.0,500279486,01/2026,8,14-15,0.0
2127570400.0,500279486,01/2026,9,14-15,0.0
2127570400.0,500279486,01/2026,10,14-15,0.001
2127570400.0,500279486,01/2026,11,14-15,0.001
2127570400.0,500279486,01/2026,12,14-15,0.001
2127570400.0,500279486,01/2026,13,14-15,0.0
2127570400.0,500279486,01/2026,14,14-15,0.0
2127570400.0,500279486,01/2026,15,14-15,0.001
2127570400.0,500279486,01/2026,16,14-15,0.0
2127570400.0,500279486,01/2026,17,14-15,0.0
2127570400.0,500279486,01/2026,18,14-15,0.001
2127570400.0,500279486,01/2026,19,14-15,0.001
2127570400.0,500279486,01/2026,20,14-15,0.0
2127570400.0,500279486,01/2026,21,14-15,0.0
2127570400.0,500279486,01/2026,22,14-15,0.0
2127570400.0,500279486,01/2026,23,14-15,0.0
2127570400.0,500279486,01/2026,24,14-15,0.0
2127570400.0,500279486,01/2026,25,14-15,0.0
2127570400.0,500279486,01/2026,26,14-15,0.001
2127570400.0,500279486,01/2026,27,14-15,0.001
2127570400.0,500279486,01/2026,28,14-15,0.0
2127570400.0,500279486,01/2026,29,14-15,0.0
2127570400.0,500279486,01/2026,30,14-15,0.0
2127570400.0,500279486,01/2026,31,14-15,0.0
2127570400.0,500279486,01/2026,1,15-16,0.0
2127570400.0,500279486,01/2026,2,15-16,0.0
2127570400.0,500279486,01/2026,3,15-16,0.001
2127570400.0,500279486,01/2026,4,15-16,0.0
2127570400.0,500279486,01/2026,5,15-16,0.001
2127570400.0,500279486,01/2026,6,15-16,0.001
2127570400.0,500279486,01/2026,7,15-16,0.0
2127570400.0,500279486,01/2026,8,15-16,0.001
2127570400.0,500279486,01/2026,9,15-16,0.001
2127570400.0,500279486,01/2026,10,15-16,0.0
2127570400.0,500279486,01/2026,11,15-16,0.0
2127570400.0,500279486,01/2026,12,15-16,0.0
2127570400.0,500279486,01/2026,13,15-16,0.001
2127570400.0,500279486,01/2026,14,15-16,0.001
2127570400.0,500279486,01/2026,15,15-16,0.0
2127570400.0,500279486,01/2026,16,15-16,0.0
2127570400.0,500279486,01/2026,17,15-16,0.001
2127570400.0,500279486,01/2026,18,15-16,0.0
2127570400.0,500279486,01/2026,19,15-16,0.0
2127570400.0,500279486,01/2026,20,15-16,0.001
2127570400.0,500279486,01/2026,21,15-16,0.001
2127570400.0,500279486,01/2026,22,15-16,0.0
2127570400.0,500279486,01/2026,23,15-16,0.001
2127570400.0,500279486,01/2026,24,15-16,0.0
2127570400.0,500279486,01/2026,25,15-16,0.001
2127570400.0,500279486,01/2026,26,15-16,0.0
2127570400.0,500279486,01/2026,27,15-16,0.0
2127570400.0,500279486,01/2026,28,15-16,0.001
2127570400.0,500279486,01/2026,29,15-16,0.001
2127570400.0,500279486,01/2026,30,15-16,0.001
2127570400.0,500279486,01/2026,31,15-16,0.001
2127570400.0,500279486,01/2026,1,16-17,0.001
2127570400.0,500279486,01/2026,2,16-17,0.001
2127570400.0,500279486,01/2026,3,16-17,0.0
2127570400.0,500279486,01/2026,4,16-17,0.001
2127570400.0,500279486,01/2026,5,16-17,0.0
2127570400.0,500279486,01/2026,6,16-17,0.0
2127570400.0,500279486,01/2026,7,16-17,0.001
2127570400.0,500279486,01/2026,8,16-17,0.0
2127570400.0,500279486,01/2026,9,16-17,0.0
2127570400.0,500279486,01/2026,10,16-17,0.001
2127570400.0,500279486,01/2026,11,16-17,0.001
2127570400.0,500279486,01/2026,12,16-17,0.001
2127570400.0,500279486,01/2026,13,16-17,0.0
2127570400.0,500279486,01/2026,14,16-17,0.0
2127570400.0,500279486,01/2026,15,16-17,0.0
2127570400.0,500279486,01/2026,16,16-17,0.001
2127570400.0,500279486,01/2026,17,16-17,0.0
2127570400.0,500279486,01/2026,18,16-17,0.001
2127570400.0,500279486,01/2026,19,16-17,0.001
2127570400.0,500279486,01/2026,20,16-17,0.0
2127570400.0,500279486,01/2026,21,16-17,0.0
2127570400.0,500279486,01/2026,22,16-17,0.001
2127570400.0,500279486,01/2026,23,16-17,0.0
2127570400.0,500279486,01/2026,24,16-17,0.001
2127570400.0,500279486,01/2026,25,16-17,0.0
2127570400.0,500279486,01/2026,26,16-17,0.001
2127570400.0,500279486,01/2026,27,16-17,0.001
2127570400.0,500279486,01/2026,28,16-17,0.0
2127570400.0,500279486,01/2026,29,16-17,0.0
2127570400.0,500279486,01/2026,30,16-17,0.0
2127570400.0,500279486,01/2026,31,16-17,0.0
2127570400.0,500279486,01/2026,1,17-18,1.533
2127570400.0,500279486,01/2026,2,17-18,2.84
2127570400.0,500279486,01/2026,3,17-18,2.77
2127570400.0,500279486,01/2026,4,17-18,2.659
2127570400.0,500279486,01/2026,5,17-18,2.634
2127570400.0,500279486,01/2026,6,17-18,2.58
2127570400.0,500279486,01/2026,7,17-18,3.511
2127570400.0,500279486,01/2026,8,17-18,3.356
2127570400.0,500279486,01/2026,9,17-18,3.246
2127570400.0,500279486,01/2026,10,17-18,3.174
2127570400.0,500279486,01/2026,11,17-18,3.036
2127570400.0,500279486,01/2026,12,17-18,2.897
2127570400.0,500279486,01/2026,13,17-18,2.808
2127570400.0,500279486,01/2026,14,17-18,2.742
2127570400.0,500279486,01/2026,15,17-18,2.627
2127570400.0,500279486,01/2026,16,17-18,2.484
2127570400.0,500279486,01/2026,17,17-18,2.283
2127570400.0,500279486,01/2026,18,17-18,2.123
2127570400.0,500279486,01/2026,19,17-18,1.887
2127570400.0,500279486,01/2026,20,17-18,1.371
2127570400.0,500279486,01/2026,21,17-18,1.267
2127570400.0,500279486,01/2026,22,17-18,1.199
2127570400.0,500279486,01/2026,23,17-18,1.389
2127570400.0,500279486,01/2026,24,17-18,1.475
2127570400.0,500279486,01/2026,25,17-18,1.368
2127570400.0,500279486,01/2026,26,17-18,1.276
2127570400.0,500279486,01/2026,27,17-18,1.057
2127570400.0,500279486,01/2026,28,17-18,0.927
2127570400.0,500279486,01/2026,29,17-18,0.808
2127570400.0,500279486,01/2026,30,17-18,0.686
2127570400.0,500279486,01/2026,31,17-18,0.449
2127570400.0,500279486,01/2026,1,18-19,2.467
2127570400.0,500279486,01/2026,2,18-19,4.718
2127570400.0,500279486,01/2026,3,18-19,4.773
2127570400.0,500279486,01/2026,4,18-19,4.675
2127570400.0,500279486,01/2026,5,18-19,4.775
2127570400.0,500279486,01/2026,6,18-19,4.844
2127570400.0,500279486,01/2026,7,18-19,6.806
2127570400.0,500279486,01/2026,8,18-19,6.742
2127570400.0,500279486,01/2026,9,18-19,6.678
2127570400.0,500279486,01/2026,10,18-19,6.717
2127570400.0,500279486,01/2026,11,18-19,6.666
2127570400.0,500279486,01/2026,12,18-19,6.712
2127570400.0,500279486,01/2026,13,18-19,6.588
2127570400.0,500279486,01/2026,14,18-19,6.734
2127570400.0,500279486,01/2026,15,18-19,6.721
2127570400.0,500279486,01/2026,16,18-19,6.659
2127570400.0,500279486,01/2026,17,18-19,6.628
2127570400.0,500279486,01/2026,18,18-19,6.28
2127570400.0,500279486,01/2026,19,18-19,5.818
2127570400.0,500279486,01/2026,20,18-19,4.705
2127570400.0,500279486,01/2026,21,18-19,4.605
2127570400.0,500279486,01/2026,22,18-19,4.632
2127570400.0,500279486,01/2026,23,18-19,6.133
2127570400.0,500279486,01/2026,24,18-19,6.994
2127570400.0,500279486,01/2026,25,18-19,6.936
2127570400.0,500279486,01/2026,26,18-19,6.768
2127570400.0,500279486,01/2026,27,18-19,7.154
2127570400.0,500279486,01/2026,28,18-19,7.121
2127570400.0,500279486,01/2026,29,18-19,7.16
2127570400.0,500279486,01/2026,30,18-19,7.041
2127570400.0,500279486,01/2026,31,18-19,6.868
2127570400.0,500279486,01/2026,1,19-20,3.776
2127570400.0,500279486,01/2026,2,19-20,4.82
2127570400.0,500279486,01/2026,3,19-20,4.824
2127570400.0,500279486,01/2026,4,19-20,4.724
2127570400.0,500279486,01/2026,5,19-20,4.846
2127570400.0,500279486,01/2026,6,19-20,4.887
2127570400.0,500279486,01/2026,7,19-20,6.831
2127570400.0,500279486,01/2026,8,19-20,6.87
2127570400.0,500279486,01/2026,9,19-20,6.773
2127570400.0,500279486,01/2026,10,19-20,6.806
2127570400.0,500279486,01/2026,11,19-20,6.722
2127570400.0,500279486,01/2026,12,19-20,6.772
2127570400.0,500279486,01/2026,13,19-20,6.603
2127570400.0,500279486,01/2026,14,19-20,6.758
2127570400.0,500279486,01/2026,15,19-20,6.798
2127570400.0,500279486,01/2026,16,19-20,6.681
2127570400.0,500279486,01/2026,17,19-20,6.688
2127570400.0,500279486,01/2026,18,19-20,6.211
2127570400.0,500279486,01/2026,19,19-20,5.688
2127570400.0,500279486,01/2026,20,19-20,4.831
2127570400.0,500279486,01/2026,21,19-20,4.657
2127570400.0,500279486,01/2026,22,19-20,5.11
2127570400.0,500279486,01/2026,23,19-20,7.114
2127570400.0,500279486,01/2026,24,19-20,7.074
2127570400.0,500279486,01/2026,25,19-20,6.96
2127570400.0,500279486,01/2026,26,19-20,6.673
2127570400.0,500279486,01/2026,27,19-20,7.244
2127570400.0,500279486,01/2026,28,19-20,7.155
2127570400.0,500279486,01/2026,29,19-20,7.18
2127570400.0,500279486,01/2026,30,19-20,7.083
2127570400.0,500279486,01/2026,31,19-20,6.977
2127570400.0,500279486,01/2026,1,20-21,4.795
2127570400.0,500279486,01/2026,2,20-21,4.8
2127570400.0,500279486,01/2026,3,20-21,4.873
2127570400.0,500279486,01/2026,4,20-21,4.771
2127570400.0,500279486,01/2026,5,20-21,4.889
2127570400.0,500279486,01/2026,6,20-21,4.846
2127570400.0,500279486,01/2026,7,20-21,6.802
2127570400.0,500279486,01/2026,8,20-21,6.917
2127570400.0,500279486,01/2026,9,20-21,6.787
2127570400.0,500279486,01/2026,10,20-21,6.901
2127570400.0,500279486,01/2026,11,20-21,6.687
2127570400.0,500279486,01/2026,12,20-21,6.785
2127570400.0,500279486,01/2026,13,20-21,6.654
2127570400.0,500279486,01/2026,14,20-21,6.757
2127570400.0,500279486,01/2026,15,20-21,6.807
2127570400.0,500279486,01/2026,16,20-21,6.676
2127570400.0,500279486,01/2026,17,20-21,6.742
2127570400.0,500279486,01/2026,18,20-21,6.298
2127570400.0,500279486,01/2026,19,20-21,5.787
2127570400.0,500279486,01/2026,20,20-21,4.821
2127570400.0,500279486,01/2026,21,20-21,4.614
2127570400.0,500279486,01/2026,22,20-21,5.216
2127570400.0,500279486,01/2026,23,20-21,7.069
2127570400.0,500279486,01/2026,24,20-21,7.142
2127570400.0,500279486,01/2026,25,20-21,7.043
2127570400.0,500279486,01/2026,26,20-21,6.754
2127570400.0,500279486,01/2026,27,20-21,7.242
2127570400.0,500279486,01/2026,28,20-21,7.124
2127570400.0,500279486,01/2026,29,20-21,7.091
2127570400.0,500279486,01/2026,30,20-21,7.075
2127570400.0,500279486,01/2026,31,20-21,7.065
2127570400.0,500279486,01/2026,1,21-22,4.888
2127570400.0,500279486,01/2026,2,21-22,4.841
2127570400.0,500279486,01/2026,3,21-22,4.888
2127570400.0,500279486,01/2026,4,21-22,4.812
2127570400.0,500279486,01/2026,5,21-22,4.914
2127570400.0,500279486,01/2026,6,21-22,4.887
2127570400.0,500279486,01/2026,7,21-22,6.868
2127570400.0,500279486,01/2026,8,21-22,6.937
2127570400.0,500279486,01/2026,9,21-22,6.864
2127570400.0,500279486,01/2026,10,21-22,6.874
2127570400.0,500279486,01/2026,11,21-22,6.7
2127570400.0,500279486,01/2026,12,21-22,6.767
2127570400.0,500279486,01/2026,13,21-22,6.707
2127570400.0,500279486,01/2026,14,21-22,6.821
2127570400.0,500279486,01/2026,15,21-22,6.83
2127570400.0,500279486,01/2026,16,21-22,6.731
2127570400.0,500279486,01/2026,17,21-22,6.769
2127570400.0,500279486,01/2026,18,21-22,6.37
2127570400.0,500279486,01/2026,19,21-22,5.814
2127570400.0,500279486,01/2026,20,21-22,4.834
2127570400.0,500279486,01/2026,21,21-22,4.676
2127570400.0,500279486,01/2026,22,21-22,5.213
2127570400.0,500279486,01/2026,23,21-22,7.094
2127570400.0,500279486,01/2026,24,21-22,7.169
2127570400.0,500279486,01/2026,25,21-22,7.149
2127570400.0,500279486,01/2026,26,21-22,6.734
2127570400.0,500279486,01/2026,27,21-22,7.255
2127570400.0,500279486,01/2026,28,21-22,7.141
2127570400.0,500279486,01/2026,29,21-22,7.144
2127570400.0,500279486,01/2026,30,21-22,7.124
2127570400.0,500279486,01/2026,31,21-22,7.113
2127570400.0,500279486,01/2026,1,22-23,4.952
2127570400.0,500279486,01/2026,2,22-23,4.88
2127570400.0,500279486,01/2026,3,22-23,4.943
2127570400.0,500279486,01/2026,4,22-23,4.846
2127570400.0,500279486,01/2026,5,22-23,4.866
2127570400.0,500279486,01/2026,6,22-23,4.914
2127570400.0,500279486,01/2026,7,22-23,6.943
2127570400.0,500279486,01/2026,8,22-23,6.932
2127570400.0,500279486,01/2026,9,22-23,6.901
2127570400.0,500279486,01/2026,10,22-23,6.911
2127570400.0,500279486,01/2026,11,22-23,6.545
2127570400.0,500279486,01/2026,12,22-23,6.867
2127570400.0,500279486,01/2026,13,22-23,6.803
2127570400.0,500279486,01/2026,14,22-23,6.865
2127570400.0,500279486,01/2026,15,22-23,6.831
2127570400.0,500279486,01/2026,16,22-23,6.798
2127570400.0,500279486,01/2026,17,22-23,6.824
2127570400.0,500279486,01/2026,18,22-23,6.325
2127570400.0,500279486,01/2026,19,22-23,5.928
2127570400.0,500279486,01/2026,20,22-23,4.861
2127570400.0,500279486,01/2026,21,22-23,4.71
2127570400.0,500279486,01/2026,22,22-23,5.25
2127570400.0,500279486,01/2026,23,22-23,7.115
2127570400.0,500279486,01/2026,24,22-23,7.256
2127570400.0,500279486,01/2026,25,22-23,7.219
2127570400.0,500279486,01/2026,26,22-23,6.697
2127570400.0,500279486,01/2026,27,22-23,7.301
2127570400.0,500279486,01/2026,28,22-23,7.157
2127570400.0,500279486,01/2026,29,22-23,7.095
2127570400.0,500279486,01/2026,30,22-23,7.229
2127570400.0,500279486,01/2026,31,22-23,7.197
2127570400.0,500279486,01/2026,1,23-24,5.007
2127570400.0,500279486,01/2026,2,23-24,4.968
2127570400.0,500279486,01/2026,3,23-24,4.973
2127570400.0,500279486,01/2026,4,23-24,4.913
2127570400.0,500279486,01/2026,5,23-24,4.942
2127570400.0,500279486,01/2026,6,23-24,4.999
2127570400.0,500279486,01/2026,7,23-24,6.997
2127570400.0,500279486,01/2026,8,23-24,7.029
2127570400.0,500279486,01/2026,9,23-24,6.98
2127570400.0,500279486,01/2026,10,23-24,6.934
2127570400.0,500279486,01/2026,11,23-24,6.562
2127570400.0,500279486,01/2026,12,23-24,6.92
2127570400.0,500279486,01/2026,13,23-24,6.889
2127570400.0,500279486,01/2026,14,23-24,6.922
2127570400.0,500279486,01/2026,15,23-24,6.907
2127570400.0,500279486,01/2026,16,23-24,6.839
2127570400.0,500279486,01/2026,17,23-24,6.893
2127570400.0,500279486,01/2026,18,23-24,6.343
2127570400.0,500279486,01/2026,19,23-24,5.96
2127570400.0,500279486,01/2026,20,23-24,4.831
2127570400.0,500279486,01/2026,21,23-24,4.753
2127570400.0,500279486,01/2026,22,23-24,5.293
2127570400.0,500279486,01/2026,23,23-24,7.155
2127570400.0,500279486,01/2026,24,23-24,7.315
2127570400.0,500279486,01/2026,25,23-24,7.246
2127570400.0,500279486,01/2026,26,23-24,6.762
2127570400.0,500279486,01/2026,27,23-24,7.343
2127570400.0,500279486,01/2026,28,23-24,7.246
2127570400.0,500279486,01/2026,29,23-24,7.166
2127570400.0,500279486,01/2026,30,23-24,7.307
2127570400.0,500279486,01/2026,31,23-24,7.303
2127570400.0,500279486,01/2026,1,23-24,48.6
2127570400.0,500279486,01/2026,2,23-24,72.79299999999999
2127570400.0,500279486,01/2026,3,23-24,72.65999999999998
2127570400.0,500279486,01/2026,4,23-24,71.92999999999998
2127570400.0,500279486,01/2026,5,23-24,72.16999999999999
2127570400.0,500279486,01/2026,6,23-24,72.84899999999999
2127570400.0,500279486,01/2026,7,23-24,85.75199999999998
2127570400.0,500279486,01/2026,8,23-24,101.713
2127570400.0,500279486,01/2026,9,23-24,101.393
2127570400.0,500279486,01/2026,10,23-24,101.47699999999999
2127570400.0,500279486,01/2026,11,23-24,98.83399999999999
2127570400.0,500279486,01/2026,12,23-24,97.95599999999999
2127570400.0,500279486,01/2026,13,23-24,97.60099999999997
2127570400.0,500279486,01/2026,14,23-24,99.35199999999998
2127570400.0,500279486,01/2026,15,23-24,98.418
2127570400.0,500279486,01/2026,16,23-24,97.75699999999999
2127570400.0,500279486,01/2026,17,23-24,96.982
2127570400.0,500279486,01/2026,18,23-24,94.51500000000001
2127570400.0,500279486,01/2026,19,23-24,85.40799999999997
2127570400.0,500279486,01/2026,20,23-24,71.672
2127570400.0,500279486,01/2026,21,23-24,67.577
2127570400.0,500279486,01/2026,22,23-24,70.788
2127570400.0,500279486,01/2026,23,23-24,85.67999999999998
2127570400.0,500279486,01/2026,24,23-24,102.68199999999999
2127570400.0,500279486,01/2026,25,23-24,102.93999999999998
2127570400.0,500279486,01/2026,26,23-24,99.699
2127570400.0,500279486,01/2026,27,23-24,99.044
2127570400.0,500279486,01/2026,28,23-24,102.05399999999997
2127570400.0,500279486,01/2026,29,23-24,101.70899999999999
2127570400.0,500279486,01/2026,30,23-24,100.24699999999999
2127570400.0,500279486,01/2026,31,23-24,101.12299999999999
2127570400.0,500279486,02/2025,1,00-01,7.139
2127570400.0,500279486,02/2025,2,00-01,7.149
2127570400.0,500279486,02/2025,3,00-01,7.229
2127570400.0,500279486,02/2025,4,00-01,7.082
2127570400.0,500279486,02/2025,5,00-01,7.118
2127570400.0,500279486,02/2025,6,00-01,7.114
2127570400.0,500279486,02/2025,7,00-01,7.193
2127570400.0,500279486,02/2025,8,00-01,7.101
2127570400.0,500279486,02/2025,9,00-01,7.129
2127570400.0,500279486,02/2025,10,00-01,7.172
2127570400.0,500279486,02/2025,11,00-01,7.074
2127570400.0,500279486,02/2025,12,00-01,7.067
2127570400.0,500279486,02/2025,13,00-01,7.183
2127570400.0,500279486,02/2025,14,00-01,7.032
2127570400.0,500279486,02/2025,15,00-01,6.923
2127570400.0,500279486,02/2025,16,00-01,7.044
2127570400.0,500279486,02/2025,17,00-01,7.076
2127570400.0,500279486,02/2025,18,00-01,6.996
2127570400.0,500279486,02/2025,19,00-01,7.02
2127570400.0,500279486,02/2025,20,00-01,7.046
2127570400.0,500279486,02/2025,21,00-01,6.974
2127570400.0,500279486,02/2025,22,00-01,6.918
2127570400.0,500279486,02/2025,23,00-01,6.901
2127570400.0,500279486,02/2025,24,00-01,7.034
2127570400.0,500279486,02/2025,25,00-01,6.988
2127570400.0,500279486,02/2025,26,00-01,7.073
2127570400.0,500279486,02/2025,27,00-01,7.016
2127570400.0,500279486,02/2025,28,00-01,7.027
2127570400.0,500279486,02/2025,1,01-02,7.238
2127570400.0,500279486,02/2025,2,01-02,7.252
2127570400.0,500279486,02/2025,3,01-02,7.299
2127570400.0,500279486,02/2025,4,01-02,7.144
2127570400.0,500279486,02/2025,5,01-02,7.196
2127570400.0,500279486,02/2025,6,01-02,7.182
2127570400.0,500279486,02/2025,7,01-02,7.281
2127570400.0,500279486,02/2025,8,01-02,7.18
2127570400.0,500279486,02/2025,9,01-02,7.182
2127570400.0,500279486,02/2025,10,01-02,7.222
2127570400.0,500279486,02/2025,11,01-02,7.171
2127570400.0,500279486,02/2025,12,01-02,7.15
2127570400.0,500279486,02/2025,13,01-02,7.261
2127570400.0,500279486,02/2025,14,01-02,7.142
2127570400.0,500279486,02/2025,15,01-02,7.016
2127570400.0,500279486,02/2025,16,01-02,7.128
2127570400.0,500279486,02/2025,17,01-02,7.088
2127570400.0,500279486,02/2025,18,01-02,7.132
2127570400.0,500279486,02/2025,19,01-02,7.111
2127570400.0,500279486,02/2025,20,01-02,7.108
2127570400.0,500279486,02/2025,21,01-02,7.047
2127570400.0,500279486,02/2025,22,01-02,7.004
2127570400.0,500279486,02/2025,23,01-02,7.046
2127570400.0,500279486,02/2025,24,01-02,7.095
2127570400.0,500279486,02/2025,25,01-02,7.045
2127570400.0,500279486,02/2025,26,01-02,7.173
2127570400.0,500279486,02/2025,27,01-02,7.091
2127570400.0,500279486,02/2025,28,01-02,7.095
2127570400.0,500279486,02/2025,1,02-03,7.322
2127570400.0,500279486,02/2025,2,02-03,7.278
2127570400.0,500279486,02/2025,3,02-03,7.338
2127570400.0,500279486,02/2025,4,02-03,7.233
2127570400.0,500279486,02/2025,5,02-03,7.216
2127570400.0,500279486,02/2025,6,02-03,7.243
2127570400.0,500279486,02/2025,7,02-03,7.326
2127570400.0,500279486,02/2025,8,02-03,7.277
2127570400.0,500279486,02/2025,9,02-03,7.292
2127570400.0,500279486,02/2025,10,02-03,7.293
2127570400.0,500279486,02/2025,11,02-03,7.262
2127570400.0,500279486,02/2025,12,02-03,6.794
2127570400.0,500279486,02/2025,13,02-03,7.368
2127570400.0,500279486,02/2025,14,02-03,7.165
2127570400.0,500279486,02/2025,15,02-03,7.097
2127570400.0,500279486,02/2025,16,02-03,7.207
2127570400.0,500279486,02/2025,17,02-03,7.166
2127570400.0,500279486,02/2025,18,02-03,7.189
2127570400.0,500279486,02/2025,19,02-03,7.168
2127570400.0,500279486,02/2025,20,02-03,7.047
