date,daily_active_kwh,active_hours_count,mean_active_intensity,p10_active,night_missing_frac,has_imputed_long,rolling_28d_median,daily_kwh_norm,delta_1d,delta_7d,rolling_7d_std,rolling_28d_zscore,day_of_year,month,month_sin,month_cos,day_of_year_sin,day_of_year_cos
2025-01-11,97.56099999999999,15,6.504066666666666,6.3186,0.375,0,98.19600000000003,0.9935333414803044,-1.0500000000000114,18.717000000000013,7.4517377040207124,0.3508579210557573,11,1,0.49999999999999994,0.8660254037844387,0.1882267098432442,0.9821256058680006
2025-01-12,97.536,15,6.5024,6.3422,0.375,0,98.13200000000002,0.993926547915053,-0.024999999999991473,-0.5960000000000178,7.416707326801336,0.33104366230678894,12,1,0.49999999999999994,0.8660254037844387,0.2051044998686192,0.9787400799669153
2025-01-13,97.51899999999999,15,6.501266666666666,6.3666,0.375,0,98.03000000000002,0.9947873100071404,-0.017000000000010118,19.14699999999999,0.4140668223045054,0.3144811623061774,13,1,0.49999999999999994,0.8660254037844387,0.2219215130041655,0.9750645322571948
2025-01-14,97.16999999999999,15,6.477999999999999,6.4246,0.375,0,97.92800000000001,0.9922596193121475,-0.34900000000000375,-0.75,0.49805469196715396,0.25496470367245644,14,1,0.49999999999999994,0.8660254037844387,0.2386727660059501,0.9711000518829505
2025-01-15,96.80999999999999,15,6.453999999999999,6.3256,0.375,0,97.924,0.9886238307258689,-0.35999999999999943,-1.1180000000000234,0.6149139312596205,0.19548616787390724,15,1,0.49999999999999994,0.8660254037844387,0.255353295116187,0.9668478136052775
2025-01-16,96.803,15,6.453533333333334,6.2038,0.375,0,97.91999999999999,0.9885927287581701,-0.006999999999990791,-1.457000000000022,0.6159285672868289,0.18806808143255802,16,1,0.49999999999999994,0.8660254037844387,0.2719581575341055,0.9623090774541486
2025-01-17,96.694,15,6.446266666666667,6.1666,0.375,0,97.7405,0.9892930770765446,-0.10899999999999466,-1.9170000000000016,0.38690198094237593,0.16596336576712034,17,1,0.49999999999999994,0.8660254037844387,0.288482432880609,0.9574851883550393
2025-01-18,96.786,15,6.4524,6.0362,0.375,0,97.56099999999999,0.992056251985937,0.09199999999999875,-0.7749999999999915,0.3618129614146076,0.17540108112339536,18,1,0.49999999999999994,0.8660254037844387,0.30492122465628907,0.9523775757303974
2025-01-19,97.141,15,6.476066666666667,5.9706,0.375,0,97.54849999999999,0.9958225908138004,0.355000000000004,-0.394999999999996,0.29766759984920727,0.22709540814361323,19,1,0.49999999999999994,0.8660254037844387,0.3212696616923644,0.9469877530760753
2025-01-20,96.56399999999998,15,6.437599999999999,6.0198,0.375,0,97.536,0.9900344488188975,-0.5770000000000266,-0.9550000000000125,0.2240058460121221,0.12671140217715135,20,1,0.49999999999999994,0.8660254037844387,0.3375228995941133,0.9413173175128471
2025-01-21,96.32,15,6.421333333333333,5.9258,0.375,0,97.5275,0.9876188767270768,-0.24399999999998556,-0.8499999999999943,0.25190238094109496,0.08264699983990902,21,1,0.49999999999999994,0.8660254037844387,0.3536761221763716,0.9353679493131483
2025-01-22,100.39600000000002,15,6.693066666666668,6.1632,0.375,0,97.51899999999999,1.0295019432110668,4.076000000000022,3.586000000000027,1.4123639588933843,0.7828887487109674,22,1,0.49999999999999994,0.8660254037844387,0.3697245428906731,0.9291414114031743
2025-01-23,101.32300000000001,15,6.7548666666666675,6.215,0.375,0,97.5275,1.0389172284740202,0.9269999999999925,4.52000000000001,2.061509513970424,0.9160870016908653,23,1,0.49999999999999994,0.8660254037844387,0.38566340624360707,0.9226395488404876
2025-01-24,101.29599999999999,15,6.753066666666666,6.150399999999999,0.375,0,97.536,1.038549868766404,-0.027000000000015234,4.60199999999999,2.3328005956463054,0.8754934503549906,24,1,0.49999999999999994,0.8660254037844387,0.401487989205973,0.9158642882672872
2025-01-25,101.36699999999998,15,6.757799999999999,6.029,0.375,0,97.54849999999999,1.0391446306196404,0.07099999999998374,4.580999999999975,2.3982292078392975,0.856379867000651,25,1,0.49999999999999994,0.8660254037844387,0.4171936026123168,0.9088176373395029
2025-01-26,102.14200000000002,15,6.809466666666668,5.897600000000001,0.375,0,97.56099999999999,1.0469552382611909,0.7750000000000483,5.001000000000019,2.427002393704601,0.9643290402425696,26,1,0.49999999999999994,0.8660254037844387,0.4327755925504312,0.901501684131884
2025-01-27,101.02900000000001,15,6.735266666666667,5.8322,0.375,0,97.7405,1.033645213601322,-1.1130000000000138,4.465000000000032,1.9365768522736602,0.7319141530702181,27,1,0.49999999999999994,0.8660254037844387,0.4482293417404106,0.893918596519257
2025-01-28,100.223,15,6.681533333333333,5.7374,0.375,0,97.91999999999999,1.0235191993464055,-0.8060000000000116,3.903000000000006,0.647322544170018,0.567237889922201,28,1,0.49999999999999994,0.8660254037844387,0.4635502709028509,0.886070621534138
2025-01-29,100.19800000000002,15,6.679866666666668,5.776400000000001,0.375,0,97.924,1.0232220906008742,-0.024999999999977263,-0.1979999999999933,0.6868825365722172,0.5495709466470394,29,1,0.49999999999999994,0.8660254037844387,0.47873384011578846,0.8779600847008882
