date,daily_active_kwh,baseline_kwh,deviation_pct,active_hours_count,mean_active_intensity,t1a_zscore_severity,t1b_cusum_severity,t2a_iforest_severity,t2b_lstm_severity,t3_changepoint_severity,s1,s2,s3,ensemble_score,vote_count,anomaly_type,confidence,physically_supported,is_ground_truth
2025-01-29,100.19800000000002,97.924,2.3222090600637157,15,6.679866666666668,0.0,0.9608994038976274,0.01368260929453866,0.0,0.0,0.9608994038976274,0.01368260929453866,0.0,0.34110370461725814,1,normal,moderate,False,0
2025-01-30,100.241,97.924,2.366120664981344,15,6.682733333333333,0.0,0.9108994038981818,0.01150298078656378,0.0,0.0,0.9108994038981818,0.01150298078656378,0.0,0.32284083463966096,1,normal,moderate,False,0
2025-01-31,100.026,97.924,2.146562640393084,15,6.6684,0.0,1.0,0.012461180551516493,0.0,0.0,1.0,0.012461180551516493,0.0,0.35436141319303077,1,normal,moderate,False,0
2025-02-01,100.057,97.924,2.1782198439383738,15,6.670466666666667,0.0,1.0,0.08667503190179515,0.0,0.0,1.0,0.08667503190179515,0.0,0.3803362611656283,1,normal,moderate,False,0
2025-02-02,99.16800000000002,98.03000000000002,1.1608691216856026,15,6.611200000000001,0.0,1.0,0.08579086690842531,0.0,0.0,1.0,0.08579086690842531,0.0,0.3800268034179488,1,normal,moderate,False,0
2025-02-03,73.872,98.09400000000002,-24.69264175153739,11,6.715636363636364,0.0,0.9827791753696274,0.5810744944808063,0.0,0.0,0.9827791753696274,0.5810744944808063,0.0,0.5473487844476518,2,sudden_drop,high,True,0
2025-02-04,98.031,98.09400000000002,-0.06422411156581884,15,6.535399999999999,0.0,0.9327791753701815,0.28038056809910583,0.0,0.0,0.9327791753701815,0.28038056809910583,0.0,0.42460591021425054,1,normal,moderate,False,0
2025-02-05,97.873,98.1455,-0.2776490007154859,15,6.524866666666666,0.0,0.882779175370737,0.13220290468629306,0.0,0.0,0.882779175370737,0.13220290468629306,0.0,0.3552437280199605,1,normal,moderate,False,0
2025-02-06,97.768,98.1455,-0.38463301933980815,15,6.5178666666666665,0.0,0.8327791753712935,0.12718831406987255,0.0,0.0,0.8327791753712935,0.12718831406987255,0.0,0.3359886213044081,1,normal,moderate,False,0
2025-02-07,97.292,97.952,-0.6737994119499945,14,6.949428571428571,0.0,0.7827791753718484,0.11967226037107749,0.0,0.0,0.7827791753718484,0.11967226037107749,0.0,0.315858002510024,1,normal,moderate,False,0
2025-02-08,96.484,97.8205,-1.3662780296423942,14,6.8917142857142855,0.0,0.7327791753724031,0.10512572016310448,0.0,0.0,0.7327791753724031,0.10512572016310448,0.0,0.2932667134374276,1,normal,moderate,False,0
2025-02-09,96.52100000000002,97.8205,-1.328453647228031,14,6.894357142857144,0.0,0.6827791753729592,0.09883641753569776,0.0,0.0,0.6827791753729592,0.09883641753569776,0.0,0.2735654575180299,1,normal,moderate,False,0
2025-02-10,96.14600000000002,97.8205,-1.7118088744004196,14,6.86757142857143,0.0,0.9259863340683948,0.13898003141181722,0.0,0.0,0.9259863340683948,0.13898003141181722,0.0,0.3727382279180742,1,normal,moderate,False,0
2025-02-11,96.239,97.8205,-1.6167367780616781,14,6.874214285714286,0.0,1.0,0.053536873726546974,0.0,0.0,1.0,0.053536873726546974,0.0,0.36873790580429144,1,normal,moderate,False,0
