Date,anomaly_score,missing_ratio,data_quality_flag,Priority,AnomalyTypes,Notes
2026-01-18,0.031404927253054674,0.0,complete,NORMAL,,Normal operation
2026-01-19,0.040870296019989455,0.0,complete,NORMAL,,Normal operation
2026-01-20,0.07613640711862266,0.0,complete,NORMAL,,Normal operation
2026-01-21,0.28352581357308304,0.0,complete,MEDIUM,NightDrop,Flags: NightDrop
2026-01-22,0.245486443390138,0.0,complete,LOW,NightDrop,Flags: NightDrop
2026-01-23,0.046130996661995646,0.0,complete,NORMAL,,Normal operation
2026-01-24,0.026045835499841442,0.0,complete,NORMAL,,Normal operation
2026-01-25,0.023719539727735824,0.0,complete,NORMAL,,Normal operation
2026-01-26,0.020467514635509325,0.0,complete,NORMAL,,Normal operation
2026-01-27,0.02096699869651694,0.0,complete,NORMAL,,Normal operation
2026-01-28,0.02246586188881404,0.0,complete,NORMAL,,Normal operation
2026-01-29,0.02233487900943879,0.0,complete,NORMAL,,Normal operation
2026-01-30,0.021421288718370304,0.0,complete,NORMAL,,Normal operation
2026-01-31,0.01890690667322466,0.0,complete,NORMAL,,Normal operation
2026-02-01,0.01882714080737499,0.0,complete,NORMAL,,Normal operation
2026-02-02,0.019942861489341705,0.0,complete,NORMAL,,Normal operation
2026-02-03,0.018193258571967744,0.0,complete,NORMAL,,Normal operation
2026-02-04,0.01359795843568024,0.0,complete,NORMAL,,Normal operation
2026-02-05,0.013721985977088338,0.0,complete,NORMAL,,Normal operation
2026-02-06,0.015421755722042943,0.0,complete,NORMAL,,Normal operation
2026-02-07,0.015587109195527913,0.0,complete,NORMAL,,Normal operation
2026-02-08,0.013422358362904603,0.0,complete,NORMAL,,Normal operation
2026-02-09,0.011885459334551964,0.0,complete,NORMAL,,Normal operation
2026-02-10,0.0115038319223345,0.0,complete,NORMAL,,Normal operation
2026-02-11,0.010221706228089097,0.0,complete,NORMAL,,Normal operation
2026-02-12,0.0,0.375,data_quality_low,DATA_QUALITY_LOW,,Low data quality (38% missing)
2026-02-13,0.0,0.5833,data_quality_low,DATA_QUALITY_LOW,,Low data quality (58% missing)
