Date,OSF_ID,NightMean,DailyTotal,NightEfficiency,NightSlope_14d,NightSlope_30d,DailySlope_14d,DailySlope_30d,Night_Volatility_14d,Night_Volatility_30d,FlagAccum_14d,DegradationScore,RiskLevel,missing_ratio,data_quality_flag
2025-01-30,2193681000,7.2231,100.245,1.0539594062635578,0.0405083516483515,0.023498375973303627,0.3837670329670269,0.25084694104560595,0.19382952306341086,0.30575352773784625,14.0,15.0,LOW_RISK,0.0,complete
2025-01-31,2193681000,7.241,100.03,1.0565712866711552,0.037110109890109384,0.02537310344827604,0.31193186813186263,0.28091790878753675,0.184404794966383,0.31211354861634094,14.0,15.0,LOW_RISK,0.0,complete
2025-02-01,2193681000,7.2679,100.062,1.06049640303788,0.033229450549450215,0.02744155728587367,0.22940219780220486,0.31007519466073513,0.17276565656377577,0.31894682373056493,14.0,15.0,LOW_RISK,0.0,complete
2025-02-02,2193681000,7.2229,99.172,1.0539302232422438,0.027508131868131926,0.028826362625139587,0.11873626373626008,0.3301047830923205,0.1579211216378009,0.32328606792227166,14.0,15.0,LOW_RISK,0.0,complete
2025-02-03,2193681000,7.2338,73.877,1.0555206979038534,0.018624835164835422,0.023656462736373913,-0.742542857142856,0.04812369299221343,0.12550510365700884,0.2623555930324381,14.0,15.0,LOW_RISK,0.0833,partial_missing
2025-02-04,2193681000,7.1794,98.036,1.0475829161064623,0.006411648351648787,0.024016373748610053,-0.8218967032967016,0.06350856507229828,0.06943146870227057,0.26356694724141894,14.0,15.0,LOW_RISK,0.0,complete
2025-02-05,2193681000,7.1881,97.877,1.0488523775336185,-0.0009452747252743817,0.018727563959955805,-0.7789450549450557,-0.05862825361513151,0.03904903721851356,0.19459780970049448,14.0,15.0,LOW_RISK,0.0,complete
2025-02-06,2193681000,7.1954,97.772,1.0499175578115774,-0.0032241758241758974,0.018540289210233776,-0.697342857142856,-0.05561312569521815,0.03794651817701849,0.1937102303269843,14.0,15.0,LOW_RISK,0.0,complete
2025-02-07,2193681000,7.2651,98.262,1.060087840739485,-0.0033430769230779183,0.01880420467185764,-0.5870043956043945,-0.049699221357059536,0.03764174748662339,0.1951224237277184,13.0,15.0,LOW_RISK,0.0,complete
2025-02-08,2193681000,7.2172,97.342,1.0530985071347967,-0.004007472527472725,0.01867853170189112,-0.4872241758241693,-0.048098331479421996,0.03776729790717565,0.19455505665226355,12.0,15.0,LOW_RISK,0.0,complete
2025-02-09,2193681000,7.233,97.257,1.0554039658185976,-0.0010470329670337081,0.018651568409343854,-0.34670769230769094,-0.04468987764182549,0.02818359354403725,0.19443515362587388,11.0,15.0,LOW_RISK,0.0,complete
2025-02-10,2193681000,7.2214,96.757,1.0537113505823894,9.802197802150195e-05,0.018091145717464174,-0.23562197802198892,-0.05175394883203573,0.026040197160014263,0.19167469595375763,10.0,15.0,LOW_RISK,0.0,complete
2025-02-11,2193681000,7.2054,96.608,1.0513767088772743,-0.0005982417582422178,0.017036818687430753,-0.136536263736269,-0.060114571746389706,0.026345890269005506,0.18612349901357797,9.0,15.0,LOW_RISK,0.0,complete
2025-02-12,2193681000,6.7836,91.228,0.9898297169261772,-0.013783516483516972,0.013318865406006884,-0.17607692307692546,-0.10338264738599064,0.12009693269088394,0.18970138812136383,9.0,25.0,LOW_RISK,0.0,complete
2025-02-13,2193681000,6.9912,92.251,1.0201216930500456,-0.01844835164835273,0.010656929922135704,-0.14555384615384842,-0.14012725250278887,0.13087288270903127,0.18293989720262124,8.0,25.0,LOW_RISK,0.0,complete
2025-02-14,2193681000,7.1254,94.417,1.0397035003516986,-0.01766945054945069,0.00874480533926559,-0.025094505494503046,-0.1633835372636264,0.13001003427039554,0.17401700012738178,7.0,25.0,LOW_RISK,0.0,complete
2025-02-15,2193681000,7.0349,93.214,1.0264981832071414,-0.018081318681318664,0.0061798442714125655,0.08672087912087631,-0.1933828698553927,0.13092945504279227,0.16538389600402784,6.0,25.0,LOW_RISK,0.0,complete
2025-02-16,2193681000,7.1154,93.621,1.0382443492860018,-0.016652527472526952,0.004088275862068777,0.21092527472527658,-0.21990255839822617,0.12945475874003204,0.15548228401872013,5.0,25.0,LOW_RISK,0.0,complete
2025-02-17,2193681000,7.0871,93.057,1.0341149517700794,-0.015200439560438818,0.001807452725250606,-0.4904857142857143,-0.24805695216908008,0.1273812439830984,0.14579362539869953,4.0,18.0,LOW_RISK,0.0,complete
2025-02-18,2193681000,7.0875,92.492,1.0341733178127073,-0.014885494505494364,-0.0003030700778643386,-0.4958967032967069,-0.27575372636262613,0.12709690276441835,0.1378036776530742,3.0,18.0,LOW_RISK,0.0,complete
2025-02-19,2193681000,7.1297,92.641,1.0403309353099484,-0.012674065934066787,-0.002644827586206888,-0.4779230769230762,-0.3043913236929951,0.12582032475271804,0.12346650665005272,2.0,10.0,NORMAL,0.0,complete
2025-02-20,2193681000,7.0474,91.625,1.0283221220392624,-0.012316703296703762,-0.005646340378197672,-0.4694241758241741,-0.3395256952169045,0.12529377456623794,0.10834764338731999,1.0,10.0,NORMAL,0.0,complete
2025-02-21,2193681000,7.0568,91.326,1.0296937240410176,-0.008742417582417695,-0.007394660734149149,-0.4262945054945122,-0.3463879866518383,0.11763171621353213,0.10633217611880502,1.0,0.0,NORMAL,0.0,complete
2025-02-22,2193681000,6.9966,90.439,1.020909634625522,-0.007551648351648822,-0.008369232480534254,-0.4083494505494622,-0.3485423804226949,0.11480640848215627,0.11060072794963054,1.0,0.0,NORMAL,0.0,complete
2025-02-23,2193681000,7.0166,90.308,1.023827936756916,-0.004298901098901387,-0.009083982202447423,-0.3666065934065956,-0.34688364849833325,0.10686802685946555,0.1134195856203793,1.0,0.0,NORMAL,0.0,complete
2025-02-24,2193681000,7.114,91.185,1.038040068136804,0.002305494505494172,-0.008850812013348645,-0.28574505494505437,-0.33417953281423707,0.09822166230040709,0.11283975006797035,1.0,0.0,NORMAL,0.0,complete
2025-02-25,2193681000,7.0652,90.206,1.030919410936203,0.007460219780219786,-0.008225406006674487,-0.2132747252747249,-0.3179348164627382,0.08854808714062651,0.10915426266285261,1.0,0.0,NORMAL,0.0,complete
2025-02-26,2193681000,7.1291,90.704,1.0402433862460065,0.0011514285714288785,-0.007464048943270314,-0.275797802197806,-0.3008275862069007,0.048903428608540606,0.10673269053989426,1.0,0.0,NORMAL,0.0,complete
2025-02-27,2193681000,7.0997,90.256,1.0359534821128575,-0.0006720879120881104,-0.007160133481646232,-0.31509230769230867,-0.2875666295884306,0.04355360471323588,0.10588412447620159,2.0,0.0,NORMAL,0.0,complete
2025-02-28,2193681000,7.0999,89.73,1.0359826651341715,0.0014573626373621065,-0.006903804226918603,-0.28923956043955673,-0.27343470522803404,0.0419662246454137,0.10525562294205168,3.0,8.0,NORMAL,0.0,complete
