Date,GAF_ReconError_Raw,n_present,presence_ratio,GAF_ReconError_MaskAware,GAF_Anomaly_Score
2025-10-19,0.05489888102326216,24,1.0,0.05489888102326216,0.02817604011083456
2025-02-10,0.054846848561436935,24,1.0,0.054846848561436935,0.02812002429916828
2025-08-13,0.05417854451169531,24,1.0,0.05417854451169531,0.02740055817219769
2025-10-25,0.05405543107522743,24,1.0,0.05405543107522743,0.02726801977541881
2025-10-28,0.053879375913308714,24,1.0,0.053879375913308714,0.027078486694588594
2025-10-31,0.05354708212945008,24,1.0,0.05354708212945008,0.026720754129924945
2025-02-16,0.05343222729987907,24,1.0,0.05343222729987907,0.02659710657844405
2026-02-04,0.05336141831763,24,1.0,0.05336141831763,0.02652087680812743
2025-08-14,0.05325171053686229,24,1.0,0.05325171053686229,0.026402770338238468
2025-08-21,0.053002119428139045,24,1.0,0.053002119428139045,0.026134071759516948
2025-10-26,0.05293794507149266,24,1.0,0.05293794507149266,0.026064984529168642
2025-10-27,0.052880027830696036,24,1.0,0.052880027830696036,0.026002633428742303
2025-02-12,0.0528113398051836,24,1.0,0.0528113398051836,0.025928686985197937
2026-02-01,0.05225745126967391,24,1.0,0.05225745126967391,0.025332395462543487
2025-08-15,0.052241785495609205,24,1.0,0.052241785495609205,0.02531553039372236
2025-08-16,0.05211267721862209,24,1.0,0.05211267721862209,0.025176538220863794
2025-02-17,0.05159791917837359,24,1.0,0.05159791917837359,0.024622372832089418
2025-08-17,0.051570476096858844,24,1.0,0.051570476096858844,0.024592828842976696
2025-10-30,0.05151233050530665,24,1.0,0.05151233050530665,0.024530231910381957
2025-08-19,0.05097142477139344,24,1.0,0.05097142477139344,0.02394791708887941
2025-04-22,0.05093973428479294,24,1.0,0.05093973428479294,0.02391380053419881
2025-10-03,0.05085248168985917,24,1.0,0.05085248168985917,0.023819868308934868
2025-08-29,0.050852371009983265,24,1.0,0.050852371009983265,0.02381974915595101
2025-10-15,0.05035883952130378,24,1.0,0.05035883952130378,0.023288435319328987
2025-08-18,0.05028523022941855,24,1.0,0.05028523022941855,0.023209190861417664
2025-08-25,0.05024159034744256,24,1.0,0.05024159034744256,0.023162210124313267
2025-04-21,0.0498404465636512,24,1.0,0.0498404465636512,0.0227303567417185
2025-11-02,0.04976985631948353,24,1.0,0.04976985631948353,0.02265436245499698
2025-08-22,0.04964054015086196,24,1.0,0.04964054015086196,0.022515146475341
2025-08-20,0.049407466592896104,24,1.0,0.049407466592896104,0.022264229949975366
2025-08-24,0.04865881162580475,24,1.0,0.04865881162580475,0.02145826163387919
2025-10-18,0.04861477732996241,24,1.0,0.04861477732996241,0.021410856288519072
2025-02-23,0.04847441669670283,24,1.0,0.04847441669670283,0.02125975033423157
2025-08-26,0.047418461647404875,24,1.0,0.047418461647404875,0.02012295655022389
2025-04-20,0.04738523258324701,24,1.0,0.04738523258324701,0.02008718363204128
2025-02-20,0.04710511374106636,24,1.0,0.04710511374106636,0.019785620266454734
2025-02-18,0.04699358543029662,24,1.0,0.04699358543029662,0.019665553895724084
2025-02-22,0.04666140730283843,24,1.0,0.04666140730283843,0.019307945841547117
2025-03-04,0.0465878417686933,24,1.0,0.0465878417686933,0.019228748491253667
2025-04-19,0.046548308056075176,24,1.0,0.046548308056075176,0.019186188271675276
2026-02-08,0.046426539744871334,24,1.0,0.046426539744871334,0.0190550979763472
2025-10-29,0.04586554686848614,24,1.0,0.04586554686848614,0.018451158239356242
2025-02-19,0.045854479120132186,24,1.0,0.045854479120132186,0.018439243198521787
2025-10-14,0.04572092733434655,24,1.0,0.04572092733434655,0.01829546734364504
2026-02-09,0.045705562284508616,24,1.0,0.045705562284508616,0.018278926021021175
2025-03-03,0.04542985602038309,24,1.0,0.04542985602038309,0.017982113038803555
2026-02-10,0.04525596778200207,24,1.0,0.04525596778200207,0.017794912770539285
2025-08-28,0.04503198789147573,24,1.0,0.04503198789147573,0.017553786079149963
2025-02-21,0.04466318947080396,24,1.0,0.04466318947080396,0.017156754261886287
2025-03-06,0.04455143043176728,24,1.0,0.04455143043176728,0.017036439499465258
2025-09-12,0.04444024896129021,24,1.0,0.04444024896129021,0.01691674652141738
2025-03-01,0.04439021736560506,24,1.0,0.04439021736560506,0.016862884752380267
2025-04-18,0.0443630884705398,24,1.0,0.0443630884705398,0.016833679002289204
2025-02-27,0.04416102786621258,24,1.0,0.04416102786621258,0.016616149630044874
2025-03-07,0.04403603963301022,24,1.0,0.04403603963301022,0.016481592911297225
2025-09-07,0.0440048998162751,24,1.0,0.0440048998162751,0.01644806918306357
2025-10-02,0.04382532191716185,24,1.0,0.04382532191716185,0.016254743681572925
2025-09-03,0.043550354837727935,24,1.0,0.043550354837727935,0.015958726472398124
2025-02-24,0.04343163755558144,24,1.0,0.04343163755558144,0.015830920777934
2025-04-17,0.04324398477317186,24,1.0,0.04324398477317186,0.01562890221972285
2025-09-09,0.04320244508898081,24,1.0,0.04320244508898081,0.01558418246123557
2025-09-10,0.0431003126886537,24,1.0,0.0431003126886537,0.015474231305724895
2025-03-24,0.0428289502070529,24,1.0,0.0428289502070529,0.015182094644697724
2025-09-08,0.0426390606480963,24,1.0,0.0426390606480963,0.014977668073307832
2025-03-02,0.04241706159730785,24,1.0,0.04241706159730785,0.01473867386502245
2025-09-05,0.042254624797938574,24,1.0,0.042254624797938574,0.014563801701723585
2025-03-22,0.04212041953776414,24,1.0,0.04212041953776414,0.014419322345666844
2025-03-23,0.041754676532405506,24,1.0,0.041754676532405506,0.014025579851313124
2025-03-11,0.04175429506298648,24,1.0,0.04175429506298648,0.014025169178468078
2025-08-31,0.04161997464326034,24,1.0,0.04161997464326034,0.01388056584680969
2025-09-11,0.041614434376134955,24,1.0,0.041614434376134955,0.013874601444031309
2025-02-28,0.04160344466202394,24,1.0,0.04160344466202394,0.013862770411358345
2025-02-25,0.041580942162851055,24,1.0,0.041580942162851055,0.013838545231317414
2025-09-06,0.04153881512679276,24,1.0,0.04153881512679276,0.013793193156187341
2025-04-16,0.041520983764512534,24,1.0,0.041520983764512534,0.013773996712348162
2025-09-01,0.041148073539806825,24,1.0,0.041148073539806825,0.013372538311519263
2025-03-05,0.04282014295234525,23,0.9583,0.041035970329330866,0.01325185302958316
