Date,GAF_ReconError_Raw,n_present,presence_ratio,GAF_ReconError_MaskAware,GAF_Anomaly_Score
2025-02-26,0.040973957777025755,24,1.0,0.040973957777025755,0.013185093100703829
2025-09-04,0.04094685539971761,24,1.0,0.04094685539971761,0.013155915898439193
2025-09-14,0.040675631387814166,24,1.0,0.040675631387814166,0.012863928307669635
2025-10-10,0.040466738978639186,24,1.0,0.040466738978639186,0.012639044121136898
2025-09-13,0.04046388182574567,24,1.0,0.04046388182574567,0.012635968238644112
2025-03-09,0.04028742457003044,24,1.0,0.04028742457003044,0.012446002281690268
2025-10-12,0.04028010287049207,24,1.0,0.04028010287049207,0.012438120068778721
2025-03-25,0.04024365749588518,24,1.0,0.04024365749588518,0.012398884615208524
2025-09-02,0.04004950902786623,24,1.0,0.04004950902786623,0.01218987309358618
2025-10-13,0.040005009268019115,24,1.0,0.040005009268019115,0.01214196665058213
2025-03-14,0.03995835356951495,24,1.0,0.03995835356951495,0.012091739220841316
2025-04-15,0.0395963428098639,24,1.0,0.0395963428098639,0.011702014694604313
2026-02-11,0.03952538334558658,24,1.0,0.03952538334558658,0.011625622922094108
2025-03-08,0.03931119317627126,24,1.0,0.03931119317627126,0.011395035404912305
2025-10-11,0.039011141010060875,24,1.0,0.039011141010060875,0.011072012717864418
2025-03-13,0.03898457502357236,24,1.0,0.03898457502357236,0.01104341296986733
2025-04-14,0.03873609314601182,24,1.0,0.03873609314601182,0.010775908539600927
2025-02-13,0.0387188348620471,24,1.0,0.0387188348620471,0.010757329046139746
2025-03-19,0.03861941982459259,24,1.0,0.03861941982459259,0.010650303281463196
2025-03-21,0.03822725719716555,24,1.0,0.03822725719716555,0.010228118608473967
2025-04-13,0.03789449016105045,24,1.0,0.03789449016105045,0.00986987656168437
2025-09-19,0.03784760034621884,24,1.0,0.03784760034621884,0.009819397092819404
2025-03-10,0.037674822479056416,24,1.0,0.037674822479056416,0.00963339220034322
2025-03-26,0.03758753899767451,24,1.0,0.03758753899767451,0.009539426724116302
2025-09-15,0.037545125986473034,24,1.0,0.037545125986473034,0.00949376678098999
2025-09-16,0.037538982513958034,24,1.0,0.037538982513958034,0.009487152994378604
2025-09-17,0.037179598791545095,24,1.0,0.037179598791545095,0.009100256618454088
2025-03-15,0.03717108395712443,24,1.0,0.03717108395712443,0.009091089930110959
2025-03-29,0.03692692788868653,24,1.0,0.03692692788868653,0.00882824247167749
2025-09-18,0.036827755425614506,24,1.0,0.036827755425614506,0.008721477851687308
2025-03-16,0.040164750926840735,22,0.9167,0.03681768834960401,0.008710640089758448
2025-03-20,0.03681250460899576,24,1.0,0.03681250460899576,0.008705059507417106
2025-04-12,0.0367099820589768,24,1.0,0.0367099820589768,0.008594688334269482
2025-03-27,0.036583248666856444,24,1.0,0.036583248666856444,0.00845825285580436
2025-10-01,0.03636404295002642,24,1.0,0.03636404295002642,0.008222265825412304
2025-03-18,0.036317406173639856,24,1.0,0.036317406173639856,0.008172058766373525
2025-10-09,0.03628851372624442,24,1.0,0.03628851372624442,0.008140954455043476
2025-04-11,0.036131200783397745,24,1.0,0.036131200783397745,0.007971598405568688
2025-03-28,0.03587803076356106,24,1.0,0.03587803076356106,0.007699046931868375
2025-10-06,0.035697321420384634,24,1.0,0.035697321420384634,0.007504503368511535
2025-10-07,0.03530965783732328,24,1.0,0.03530965783732328,0.007087162164638052
2025-10-08,0.03515362787141152,24,1.0,0.03515362787141152,0.00691918731051396
2025-04-10,0.03502393572832696,24,1.0,0.03502393572832696,0.0067795665736358314
2025-04-09,0.034170626631862516,24,1.0,0.034170626631862516,0.0058609323217868395
2025-03-31,0.03378243984001238,24,1.0,0.03378243984001238,0.005443027854828222
2025-09-21,0.03363755592922081,24,1.0,0.03363755592922081,0.005287052343086432
2025-04-07,0.033515384600870446,24,1.0,0.033515384600870446,0.005155528177597577
2025-04-08,0.033418933476780543,24,1.0,0.033418933476780543,0.0050516932289424695
2025-04-04,0.03330508815371853,24,1.0,0.03330508815371853,0.004929132466833051
2025-04-01,0.033015370167560766,24,1.0,0.033015370167560766,0.0046172350939303565
2025-03-30,0.03291533493831148,24,1.0,0.03291533493831148,0.004509541658619851
2025-10-04,0.03289421639793401,24,1.0,0.03289421639793401,0.0044868063864656185
2025-04-06,0.032762751277143044,24,1.0,0.032762751277143044,0.004345276941411733
2025-09-20,0.03263005351438798,24,1.0,0.03263005351438798,0.00420242048937623
2025-04-05,0.03239002252499212,24,1.0,0.03239002252499212,0.003944013905785529
2025-09-29,0.03230859220268057,24,1.0,0.03230859220268057,0.0038563496777532357
2025-04-03,0.03228955470376893,24,1.0,0.03228955470376893,0.0038358547613832686
2025-04-02,0.03198676444134199,24,1.0,0.03198676444134199,0.0035098843629142763
2025-09-23,0.0318744505763487,24,1.0,0.0318744505763487,0.0033889722997851295
2025-09-22,0.031824005290139096,24,1.0,0.031824005290139096,0.003334665170107887
2025-09-30,0.031672787714804036,24,1.0,0.031672787714804036,0.0031718711195582
2025-10-05,0.03154965968523547,24,1.0,0.03154965968523547,0.003039317012502492
2025-09-24,0.031197090049085503,24,1.0,0.031197090049085503,0.0026597563758337197
2025-09-26,0.03099765064012589,24,1.0,0.03099765064012589,0.0024450488648064396
2025-09-25,0.029900871709312618,24,1.0,0.029900871709312618,0.001264305923326065
2025-09-27,0.028938412812969605,24,1.0,0.028938412812969605,0.00022816589875489723
2025-09-28,0.028726472057964376,24,1.0,0.028726472057964376,0.0
