Date,OSF_ID,Year,Month,DayOfWeek,IsWeekend,DailyTotal,DayMean,NightMean,EveningMean,MorningMean,DayNightRatio,TransitionSharpness,RampUp_16to17,RampDown_06to07,PeakHour,PeakValue,MinHour,MinValue,HourlyStd,NightStd,DayNonZeroCount,AllDayZero,n_present,missing_ratio,data_quality_flag,Flag_AllDayZero,DaytimeHighCount,Flag_DaytimeNonZero,NightDrop_Z,Flag_NightDrop,EveningOnHour,MorningOffHour,Flag_ScheduleShift,FlagCount,AnomalyTypes
2025-04-26,2193681000,2025,4,5,True,71.901,0.0005,7.0829,2.8636,0.3053,14137.475,0.914,-0.001,0.915,5,7.308,7,0.0,3.4927,0.1291,0,False,24,0.0,complete,False,0,False,0.42378452627145824,False,20.0,6,True,1,ScheduleShift
2025-04-27,2193681000,2025,4,6,True,70.645,0.0005,6.9819,2.8042,0.255,13935.8782,0.766,0.001,0.765,5,7.082,7,0.0,3.4496,0.0747,0,False,24,0.0,complete,False,0,False,-0.20899468590563025,False,20.0,6,True,1,ScheduleShift
2025-04-28,2193681000,2025,4,0,False,70.82,0.0005,7.0563,2.7688,0.174,14084.3313,0.52,-0.001,0.521,3,7.15,7,0.0,3.4872,0.0868,0,False,24,0.0,complete,False,0,False,0.33098828434612537,False,20.0,6,True,1,ScheduleShift
2025-04-29,2193681000,2025,4,1,False,70.405,0.0005,7.0322,2.7478,0.1347,14036.4271,0.403,0.001,0.402,4,7.137,8,0.0,3.4848,0.0949,0,False,24,0.0,complete,False,0,False,0.2878478183462356,False,20.0,6,True,1,ScheduleShift
2025-04-30,2193681000,2025,4,2,False,70.033,0.0005,7.0359,2.692,0.094,14043.6627,0.28,0.0,0.28,4,7.157,8,0.0,3.4859,0.114,0,False,24,0.0,complete,False,0,False,0.3876425557639822,False,20.0,6,True,1,ScheduleShift
2025-05-01,2193681000,2025,5,3,False,69.51,0.0005,6.9853,2.7156,0.0153,13942.6148,0.045,0.001,0.044,4,7.113,8,0.0,3.4857,0.1037,0,False,24,0.0,complete,False,0,False,0.283212211766896,False,20.0,6,True,1,ScheduleShift
2025-05-02,2193681000,2025,5,4,False,68.655,0.0005,6.9238,2.652,0.0003,13819.8603,-0.002,-0.001,-0.001,4,7.096,6,0.0,3.4549,0.1744,0,False,24,0.0,complete,False,0,False,0.14524548186893996,False,20.0,6,True,1,ScheduleShift
2025-05-03,2193681000,2025,5,5,True,69.251,0.0004,6.977,2.686,0.0007,18555.8511,0.002,0.001,0.001,2,7.066,7,0.0,3.488,0.0712,0,False,24,0.0,complete,False,0,False,0.3978552680854367,False,20.0,6,True,1,ScheduleShift
2025-05-04,2193681000,2025,5,6,True,68.995,0.0005,6.9674,2.65,0.0007,13906.9361,0.0,-0.001,0.001,4,7.098,7,0.0,3.476,0.1094,0,False,24,0.0,complete,False,0,False,0.42988531503920624,False,20.0,6,True,1,ScheduleShift
2025-05-05,2193681000,2025,5,0,False,69.018,0.0004,6.9806,2.6336,0.0007,18565.492,0.002,0.001,0.001,3,7.15,7,0.0,3.4785,0.1607,0,False,24,0.0,complete,False,0,False,0.5414691254643942,False,20.0,6,True,1,ScheduleShift
2025-05-06,2193681000,2025,5,1,False,68.501,0.0004,6.9292,2.6124,0.0007,18428.8564,0.002,0.001,0.001,4,7.125,7,0.0,3.4535,0.2034,0,False,24,0.0,complete,False,0,False,0.4500567059739408,False,20.0,6,True,1,ScheduleShift
2025-05-07,2193681000,2025,5,2,False,67.705,0.0005,6.8982,2.5028,0.0003,13768.9621,0.0,0.001,-0.001,4,7.113,6,0.0,3.4185,0.2678,0,False,24,0.0,complete,False,0,False,0.42428396211796093,False,20.0,6,True,1,ScheduleShift
2025-05-08,2193681000,2025,5,3,False,66.547,0.0005,6.7554,2.4998,0.0003,13483.7824,-0.002,-0.001,-0.001,4,6.98,6,0.0,3.3595,0.2775,0,False,24,0.0,complete,False,0,False,0.004325992940829171,False,20.0,6,True,1,ScheduleShift
2025-05-09,2193681000,2025,5,4,False,66.38,0.0005,6.7453,2.4826,0.0003,13463.5729,0.0,0.001,-0.001,3,6.943,6,0.0,3.3536,0.3262,0,False,24,0.0,complete,False,0,False,0.023943096039171503,False,20.0,6,True,1,ScheduleShift
2025-05-10,2193681000,2025,5,5,True,65.549,0.0005,6.6739,2.4306,0.0003,13321.1078,0.0,0.001,-0.001,4,6.945,6,0.0,3.3136,0.3369,0,False,24,0.0,complete,False,0,False,-0.1420565778240589,False,20.0,6,True,1,ScheduleShift
2025-05-11,2193681000,2025,5,6,True,65.764,0.0005,6.6965,2.4374,0.0003,13366.2675,0.0,0.001,-0.001,2,6.943,6,0.0,3.3276,0.3959,0,False,24,0.0,complete,False,0,False,0.007062633845302512,False,20.0,6,True,1,ScheduleShift
2025-05-12,2193681000,2025,5,0,False,59.274,0.0005,5.8912,2.4278,0.0003,11758.982,-0.001,-0.001,0.0,3,7.058,5,0.0,3.2772,2.2709,0,False,24,0.0,complete,False,0,False,-2.7583140631297667,True,20.0,7,True,2,"NightDrop, ScheduleShift"
2025-05-13,2193681000,2025,5,1,False,67.963,0.0005,6.7691,2.761,0.0003,13511.2275,-0.001,0.0,-0.001,4,7.06,6,0.0,3.3849,0.4752,0,False,24,0.0,complete,False,0,False,0.4019729843050581,False,20.0,6,True,1,ScheduleShift
2025-05-14,2193681000,2025,5,2,False,65.309,0.0005,6.4419,2.7536,0.0007,12858.0339,0.002,0.001,0.001,4,6.991,7,0.0,3.3202,1.1692,0,False,24,0.0,complete,False,0,False,-0.7179000355375685,False,20.0,6,True,1,ScheduleShift
2025-05-15,2193681000,2025,5,3,False,64.86,0.0005,6.3993,2.732,0.0007,12772.9541,0.002,0.001,0.001,2,6.907,7,0.0,3.3126,1.213,0,False,24,0.0,complete,False,0,False,-0.8260300906978091,False,20.0,6,True,1,ScheduleShift
2025-05-16,2193681000,2025,5,4,False,64.868,0.0006,6.4093,2.7176,0.0003,10238.4185,-0.002,-0.001,-0.001,4,6.964,6,0.0,3.326,1.2527,0,False,24,0.0,complete,False,0,False,-0.7377746811868557,False,20.0,6,True,1,ScheduleShift
2025-05-17,2193681000,2025,5,5,True,64.504,0.0006,6.366,2.7138,0.0007,10169.3291,-0.001,-0.001,0.0,3,6.925,8,0.0,3.3135,1.291,0,False,24,0.0,complete,False,0,False,-0.8699254779433269,False,20.0,6,True,1,ScheduleShift
2025-05-18,2193681000,2025,5,6,True,64.721,0.0006,6.3902,2.7186,0.0003,10208.0671,-0.002,-0.001,-0.001,4,6.991,6,0.0,3.3364,1.3217,0,False,24,0.0,complete,False,0,False,-0.7363698215272654,False,20.0,6,True,1,ScheduleShift
2025-05-19,2193681000,2025,5,0,False,65.803,0.0006,6.5174,2.7316,0.0003,10411.1422,-0.002,-0.001,-0.001,4,7.296,6,0.0,3.4032,1.3712,0,False,24,0.0,complete,False,0,False,-0.13222883554925607,False,20.0,6,True,1,ScheduleShift
2025-05-20,2193681000,2025,5,1,False,65.861,0.0006,6.51,2.755,0.0003,10399.361,-0.002,-0.001,-0.001,4,7.129,6,0.0,3.4233,1.4399,0,False,24,0.0,complete,False,0,False,-0.09372065527604205,False,20.0,6,True,1,ScheduleShift
2025-05-21,2193681000,2025,5,2,False,65.85,0.0006,6.5294,2.7218,0.0003,10430.3115,-0.002,-0.001,-0.001,1,7.163,6,0.0,3.4316,1.4936,0,False,24,0.0,complete,False,0,False,0.09119685774471645,False,20.0,6,True,1,ScheduleShift
2025-05-22,2193681000,2025,5,3,False,65.749,0.0006,6.5249,2.7088,0.0003,10423.123,-0.002,-0.001,-0.001,4,7.161,6,0.0,3.426,1.4888,0,False,24,0.0,complete,False,0,False,0.1628997180550209,False,20.0,6,True,1,ScheduleShift
2025-05-23,2193681000,2025,5,4,False,65.168,0.0006,6.4825,2.6604,0.0003,10355.4313,-0.002,-0.001,-0.001,4,7.163,6,0.0,3.402,1.5167,0,False,24,0.0,complete,False,0,False,-0.0004243545873506721,False,20.0,6,True,1,ScheduleShift
2025-05-24,2193681000,2025,5,5,True,64.871,0.0006,6.4533,2.6478,0.0003,10308.7061,-0.002,-0.001,-0.001,4,7.147,6,0.0,3.3934,1.5518,0,False,24,0.0,complete,False,0,False,-0.12972127944691664,False,20.0,6,True,1,ScheduleShift
2025-05-25,2193681000,2025,5,6,True,64.41,0.0006,6.4271,2.5974,0.0003,10266.9728,-0.002,-0.001,-0.001,4,7.11,6,0.0,3.3779,1.593,0,False,24,0.0,complete,False,0,False,-0.2529419439025199,False,20.0,6,True,1,ScheduleShift
2025-05-26,2193681000,2025,5,0,False,64.801,0.0006,6.474,2.6006,0.0003,10341.853,-0.002,-0.001,-0.001,3,7.163,6,0.0,3.4013,1.6169,0,False,24,0.0,complete,False,0,False,0.1372172779902701,False,20.0,6,True,1,ScheduleShift
2025-05-27,2193681000,2025,5,1,False,64.54,0.0006,6.4458,2.5936,0.0003,10296.7252,-0.002,-0.001,-0.001,4,7.135,6,0.0,3.3929,1.6437,0,False,24,0.0,complete,False,0,False,-0.011952227381962596,False,20.0,6,True,1,ScheduleShift
2025-05-28,2193681000,2025,5,2,False,64.829,0.0006,6.481,2.595,0.0003,10353.0351,-0.002,-0.001,-0.001,4,7.189,6,0.0,3.4096,1.6553,0,False,24,0.0,complete,False,0,False,0.2583098215339906,False,20.0,6,True,1,ScheduleShift
2025-05-29,2193681000,2025,5,3,False,64.231,0.0006,6.434,2.5506,0.0003,10277.9553,-0.002,-0.001,-0.001,4,7.149,6,0.0,3.3869,1.6874,0,False,24,0.0,complete,False,0,False,-0.0607612526778224,False,20.0,6,True,1,ScheduleShift
2025-05-30,2193681000,2025,5,4,False,64.006,0.0006,6.4185,2.5304,0.0003,10253.1949,-0.002,-0.001,-0.001,1,7.155,6,0.0,3.3845,1.729,0,False,24,0.0,complete,False,0,False,-0.09747317192041227,False,20.0,6,True,1,ScheduleShift
2025-05-31,2193681000,2025,5,5,True,64.105,0.0006,6.4441,2.5092,0.0003,10294.1294,-0.002,-0.001,-0.001,2,7.195,6,0.0,3.392,1.7384,0,False,24,0.0,complete,False,0,False,0.22473081258079536,False,20.0,6,True,1,ScheduleShift
2025-06-01,2193681000,2025,6,6,True,64.493,0.0006,6.4854,2.5208,0.0003,10360.024,-0.002,-0.001,-0.001,3,7.278,6,0.0,3.4126,1.7499,0,False,24,0.0,complete,False,0,False,0.579655065886953,False,20.0,6,True,1,ScheduleShift
2025-06-02,2193681000,2025,6,0,False,64.158,0.0006,6.4664,2.4842,0.0003,10329.6725,-0.002,-0.001,-0.001,4,7.232,6,0.0,3.4045,1.7886,0,False,24,0.0,complete,False,0,False,0.4708222819564705,False,20.0,6,True,1,ScheduleShift
2025-06-03,2193681000,2025,6,1,False,64.026,0.0006,6.4481,2.487,0.0003,10300.5192,-0.002,-0.001,-0.001,4,7.247,6,0.0,3.3971,1.7773,0,False,24,0.0,complete,False,0,False,0.39549422717155086,False,20.0,6,True,1,ScheduleShift
2025-06-04,2193681000,2025,6,2,False,63.876,0.0006,6.4511,2.4522,0.0003,10305.3115,-0.002,-0.001,-0.001,4,7.247,6,0.0,3.4001,1.8252,0,False,24,0.0,complete,False,0,False,0.4816950800751336,False,20.0,6,True,1,ScheduleShift
2025-06-05,2193681000,2025,6,3,False,64.003,0.0006,6.4651,2.4552,0.0003,10327.6757,-0.002,-0.001,-0.001,4,7.351,6,0.0,3.4059,1.8239,0,False,24,0.0,complete,False,0,False,0.6181838472000666,False,20.0,6,True,1,ScheduleShift
2025-06-06,2193681000,2025,6,4,False,64.221,0.0005,6.4808,2.4738,0.0007,12935.6287,-0.002,-0.001,-0.001,4,7.27,6,0.0,3.42,1.8359,0,False,24,0.0,complete,False,0,False,0.7611332745933729,False,20.0,6,True,1,ScheduleShift
2025-06-07,2193681000,2025,6,5,True,64.025,0.0006,6.4551,2.4756,0.0003,10311.7013,-0.002,-0.001,-0.001,2,7.251,6,0.0,3.4178,1.8768,0,False,24,0.0,complete,False,0,False,0.7030529850661295,False,20.0,6,True,1,ScheduleShift
2025-06-08,2193681000,2025,6,6,True,63.565,0.0005,6.4386,2.41,0.0007,12851.5469,-0.002,-0.001,-0.001,4,7.262,6,0.0,3.3965,1.8697,0,False,24,0.0,complete,False,0,False,0.6863602590115763,False,20.0,6,True,1,ScheduleShift
2025-06-09,2193681000,2025,6,0,False,63.768,0.0006,6.4744,2.3934,0.0003,10342.4521,-0.002,-0.001,-0.001,4,7.348,6,0.0,3.4096,1.8778,0,False,24,0.0,complete,False,0,False,0.901907273677816,False,20.0,6,True,1,ScheduleShift
2025-06-10,2193681000,2025,6,1,False,63.666,0.0006,6.445,2.42,0.0003,10295.5272,-0.002,-0.001,-0.001,4,7.251,6,0.0,3.4042,1.8756,0,False,24,0.0,complete,False,0,False,0.8220075253509792,False,20.0,6,True,1,ScheduleShift
2025-06-11,2193681000,2025,6,2,False,62.803,0.0006,6.3411,2.4136,0.0003,10129.5927,-0.002,-0.001,-0.001,4,7.251,6,0.0,3.3497,1.8492,0,False,24,0.0,complete,False,0,False,0.4381238471118238,False,20.0,6,True,1,ScheduleShift
2025-06-12,2193681000,2025,6,3,False,60.756,0.0006,6.0699,2.4382,0.0003,9696.2859,-0.002,-0.001,-0.001,4,6.82,6,0.0,3.237,1.7665,0,False,24,0.0,complete,False,0,False,-0.6656102970831489,False,20.0,6,True,1,ScheduleShift
2025-06-13,2193681000,2025,6,4,False,60.372,0.0006,6.1212,2.2792,0.0003,9778.3546,-0.002,-0.001,-0.001,4,6.846,6,0.0,3.2306,1.7862,0,False,24,0.0,complete,False,0,False,-0.40773454977440976,False,20.0,6,True,1,ScheduleShift
2025-06-14,2193681000,2025,6,5,True,59.763,0.0006,6.0535,2.2658,0.0003,9670.1278,-0.002,-0.001,-0.001,3,6.851,6,0.0,3.2069,1.8099,0,False,24,0.0,complete,False,0,False,-0.6645580004932236,False,20.0,6,True,1,ScheduleShift
2025-06-15,2193681000,2025,6,6,True,59.407,0.0006,6.0429,2.2116,0.0003,9653.155,-0.002,-0.001,-0.001,3,6.881,6,0.0,3.1903,1.803,0,False,24,0.0,complete,False,0,False,-0.6820598592663639,False,20.0,6,True,1,ScheduleShift
2025-06-16,2193681000,2025,6,0,False,59.328,0.0006,6.0451,2.1922,0.0003,9656.7492,-0.002,-0.001,-0.001,2,6.812,6,0.0,3.1827,1.7709,0,False,24,0.0,complete,False,0,False,-0.6432878581589518,False,20.0,6,True,1,ScheduleShift
2025-06-17,2193681000,2025,6,1,False,58.824,0.0006,5.9994,2.1646,0.0003,9583.6661,-0.002,-0.001,-0.001,3,6.733,6,0.0,3.1558,1.7534,0,False,24,0.0,complete,False,0,False,-0.8338945330665792,False,20.0,6,True,1,ScheduleShift
2025-06-18,2193681000,2025,6,2,False,58.564,0.0006,5.9671,2.1642,0.0003,9532.1486,-0.002,-0.001,-0.001,4,6.731,6,0.0,3.1404,1.7418,0,False,24,0.0,complete,False,0,False,-0.9746289832824003,False,20.0,6,True,1,ScheduleShift
2025-06-19,2193681000,2025,6,3,False,58.43,0.0006,5.97,2.1328,0.0003,9536.7412,-0.002,-0.001,-0.001,4,6.752,6,0.0,3.1368,1.7441,0,False,24,0.0,complete,False,0,False,-0.9623215376274076,False,20.0,6,True,1,ScheduleShift
2025-06-20,2193681000,2025,6,4,False,58.324,0.0081,5.958,2.1188,0.0003,733.2021,-0.002,-0.001,-0.001,4,6.728,6,0.0,3.1275,1.7407,1,False,24,0.0,complete,False,0,False,-1.0095348680757192,False,20.0,6,True,1,ScheduleShift
2025-06-21,2193681000,2025,6,5,True,58.393,0.0006,5.9424,2.1696,0.0003,9492.6118,-0.002,-0.001,-0.001,3,6.692,6,0.0,3.1347,1.7434,0,False,24,0.0,complete,False,0,False,-1.0934000810682658,False,20.0,6,True,1,ScheduleShift
2025-06-22,2193681000,2025,6,6,True,58.269,0.0006,5.9354,2.156,0.0003,9481.4297,-0.002,-0.001,-0.001,4,6.622,6,0.0,3.1275,1.7405,0,False,24,0.0,complete,False,0,False,-1.1377739763315058,False,20.0,6,True,1,ScheduleShift
2025-06-23,2193681000,2025,6,0,False,58.319,0.0006,5.9768,2.0998,0.0003,9547.524,-0.002,-0.001,-0.001,2,6.725,6,0.0,3.1283,1.712,0,False,24,0.0,complete,False,0,False,-0.9271578507451039,False,20.0,6,True,1,ScheduleShift
2025-06-24,2193681000,2025,6,1,False,58.236,0.0006,5.9624,2.1062,0.0003,9524.5607,-0.002,-0.001,-0.001,4,6.7,6,0.0,3.1241,1.7059,0,False,24,0.0,complete,False,0,False,-0.9029366300865652,False,20.0,6,True,1,ScheduleShift
2025-06-25,2193681000,2025,6,2,False,58.307,0.0006,5.9768,2.0974,0.0003,9547.524,-0.002,-0.001,-0.001,4,6.761,6,0.0,3.1266,1.7078,0,False,24,0.0,complete,False,0,False,-0.7266350142312212,False,20.0,6,True,1,ScheduleShift
2025-06-26,2193681000,2025,6,3,False,58.677,0.0006,5.9851,2.158,0.0003,9560.9026,-0.002,-0.001,-0.001,23,6.673,6,0.0,3.137,1.6758,0,False,24,0.0,complete,False,0,False,-0.5859587687922919,False,20.0,6,True,1,ScheduleShift
2025-06-27,2193681000,2025,6,4,False,60.118,0.0006,6.1632,2.1612,0.0003,9845.4473,-0.002,-0.001,-0.001,2,6.958,6,0.0,3.2174,1.7237,0,False,24,0.0,complete,False,0,False,0.50943028403672,False,20.0,6,True,1,ScheduleShift
2025-06-28,2193681000,2025,6,5,True,59.708,0.0006,6.0962,2.1864,0.0003,9738.4185,-0.002,-0.001,-0.001,4,6.877,6,0.0,3.1916,1.7021,0,False,24,0.0,complete,False,0,False,0.16846292945357702,False,20.0,6,True,1,ScheduleShift
2025-06-29,2193681000,2025,6,6,True,60.136,0.0006,6.1457,2.1928,0.0003,9817.492,-0.002,-0.001,-0.001,4,6.861,6,0.0,3.2083,1.6795,0,False,24,0.0,complete,False,0,False,0.47285074073098987,False,20.0,6,True,1,ScheduleShift
2025-06-30,2193681000,2025,6,0,False,60.274,0.0006,6.1555,2.2048,0.0003,9833.0671,-0.002,-0.001,-0.001,4,6.863,6,0.0,3.2151,1.6822,0,False,24,0.0,complete,False,0,False,0.5536799395137828,False,20.0,6,True,1,ScheduleShift
2025-07-01,2193681000,2025,7,1,False,60.27,0.0006,6.1576,2.2006,0.0003,9836.4617,-0.002,-0.001,-0.001,4,6.853,6,0.0,3.21,1.6515,0,False,24,0.0,complete,False,0,False,0.5817050106453002,False,20.0,6,True,1,ScheduleShift
2025-07-02,2193681000,2025,7,2,False,60.301,0.0006,6.1568,2.2082,0.0003,9835.0639,-0.002,-0.001,-0.001,4,6.847,6,0.0,3.2074,1.6431,0,False,24,0.0,complete,False,0,False,0.6050931912746277,False,20.0,6,True,1,ScheduleShift
2025-07-03,2193681000,2025,7,3,False,61.648,0.0006,6.3066,2.2378,0.0003,10074.4808,-0.002,-0.001,-0.001,23,7.179,6,0.0,3.2776,1.6585,0,False,24,0.0,complete,False,0,False,1.3575752765555693,False,20.0,6,True,1,ScheduleShift
2025-07-04,2193681000,2025,7,4,False,64.19,0.0006,6.5545,2.3496,0.0003,10470.4473,-0.002,-0.001,-0.001,4,7.301,6,0.0,3.408,1.7173,0,False,24,0.0,complete,False,0,False,2.558798311786086,False,20.0,6,True,1,ScheduleShift
2025-07-05,2193681000,2025,7,5,True,62.671,0.0005,6.389,2.3108,0.0003,12752.495,0.0,0.001,-0.001,4,7.093,6,0.0,3.3337,1.7118,0,False,24,0.0,complete,False,0,False,1.7606358213481064,False,20.0,6,True,1,ScheduleShift
2025-07-06,2193681000,2025,7,6,True,62.642,0.0005,6.4059,2.278,0.0003,12786.1776,0.0,0.001,-0.001,4,7.162,6,0.0,3.3182,1.6282,0,False,24,0.0,complete,False,0,False,1.8430876838040722,False,20.0,6,True,1,ScheduleShift
2025-07-07,2193681000,2025,7,0,False,60.629,0.0006,6.2847,2.069,0.0003,10039.5367,-0.002,-0.001,-0.001,4,7.147,6,0.0,3.2173,1.5764,0,False,24,0.0,complete,False,0,False,1.2627000370527672,False,20.0,6,True,1,ScheduleShift
2025-07-08,2193681000,2025,7,1,False,57.37,0.0006,5.8543,2.106,0.0003,9351.8371,-0.002,-0.001,-0.001,4,6.474,6,0.0,3.0235,1.4108,0,False,24,0.0,complete,False,0,False,-0.8142307541369368,False,20.0,6,True,1,ScheduleShift
2025-07-09,2193681000,2025,7,2,False,56.982,0.0006,5.8321,2.0638,0.0003,9316.4936,-0.002,-0.001,-0.001,4,6.537,6,0.0,3.0041,1.4017,0,False,24,0.0,complete,False,0,False,-0.8537520151284564,False,20.0,6,True,1,ScheduleShift
2025-07-10,2193681000,2025,7,3,False,57.333,0.0005,5.8371,2.1262,0.0003,11650.9481,0.0,0.001,-0.001,4,6.499,6,0.0,3.012,1.3666,0,False,24,0.0,complete,False,0,False,-0.8404452094356512,False,20.0,6,True,1,ScheduleShift
2025-07-11,2193681000,2025,7,4,False,57.342,0.0005,5.842,2.1202,0.0003,11660.6786,0.0,0.001,-0.001,3,6.465,6,0.0,3.0077,1.3363,0,False,24,0.0,complete,False,0,False,-0.8536594778391962,False,20.0,6,True,1,ScheduleShift
2025-07-12,2193681000,2025,7,5,True,57.558,0.0005,5.8495,2.1514,0.0003,11675.6487,0.0,0.001,-0.001,4,6.46,6,0.0,3.0152,1.3312,0,False,24,0.0,complete,False,0,False,-0.8627780807250498,False,20.0,6,True,1,ScheduleShift
2025-07-13,2193681000,2025,7,6,True,58.223,0.0005,5.9246,2.1642,0.0003,11825.5988,0.0,0.001,-0.001,4,6.525,6,0.0,3.0453,1.3153,0,False,24,0.0,complete,False,0,False,-0.6728018049226332,False,20.0,6,True,1,ScheduleShift
2025-07-14,2193681000,2025,7,0,False,57.336,0.0005,5.8122,2.1666,0.0003,11601.2974,0.0,0.001,-0.001,3,6.505,6,0.0,3.017,1.4204,0,False,24,0.0,complete,False,0,False,-1.0066170443144724,False,20.0,6,True,1,ScheduleShift
2025-07-15,2193681000,2025,7,1,False,58.064,0.0005,5.9214,2.1376,0.0003,11819.1118,0.0,0.001,-0.001,4,6.6,6,0.0,3.0237,1.2231,0,False,24,0.0,complete,False,0,False,-0.7372571651906632,False,20.0,6,True,1,ScheduleShift
2025-07-16,2193681000,2025,7,2,False,55.787,0.0005,5.7511,1.9544,0.0007,11479.2914,0.0,-0.001,0.001,4,6.467,7,0.0,2.9103,1.1864,0,False,24,0.0,complete,False,0,False,-1.1922474834108296,False,20.0,6,True,1,ScheduleShift
2025-07-17,2193681000,2025,7,3,False,56.874,0.0005,5.7471,2.1784,0.0003,11471.3074,0.0,0.001,-0.001,4,6.414,6,0.0,2.9533,1.1686,0,False,24,0.0,complete,False,0,False,-1.2150198193252855,False,20.0,6,True,1,ScheduleShift
2025-07-18,2193681000,2025,7,4,False,57.638,0.0005,5.8505,2.1658,0.0003,11677.6447,0.0,0.001,-0.001,4,6.459,6,0.0,2.9885,1.1456,0,False,24,0.0,complete,False,0,False,-0.9859147932699694,False,20.0,6,True,1,ScheduleShift
2025-07-19,2193681000,2025,7,5,True,57.975,0.0005,5.8661,2.208,0.0007,11708.8323,0.0,-0.001,0.001,4,6.41,7,0.0,2.9993,1.1139,0,False,24,0.0,complete,False,0,False,-0.9625527206854031,False,20.0,6,True,1,ScheduleShift
2025-07-20,2193681000,2025,7,6,True,58.334,0.0005,5.898,2.229,0.0003,11772.4551,0.0,0.001,-0.001,4,6.403,6,0.0,3.0122,1.0855,0,False,24,0.0,complete,False,0,False,-0.8924931471041205,False,20.0,6,True,1,ScheduleShift
2025-07-21,2193681000,2025,7,0,False,59.225,0.0005,5.9686,2.294,0.0007,11913.4232,0.0,-0.001,0.001,4,6.467,7,0.0,3.052,1.0638,0,False,24,0.0,complete,False,0,False,-0.7511688556256171,False,20.0,6,True,1,ScheduleShift
2025-07-22,2193681000,2025,7,1,False,64.877,0.0005,6.5209,2.5408,0.0007,13015.7186,0.0,-0.001,0.001,4,7.367,7,0.0,3.3393,1.1345,0,False,24,0.0,complete,False,0,False,0.39272588243531836,False,20.0,6,True,1,ScheduleShift
2025-07-23,2193681000,2025,7,2,False,68.301,0.0005,6.9464,2.545,0.0003,13865.02,0.0,0.001,-0.001,4,7.566,6,0.0,3.5167,1.1889,0,False,24,0.0,complete,False,0,False,1.2126936966085151,False,20.0,6,True,1,ScheduleShift
2025-07-24,2193681000,2025,7,3,False,67.577,0.0005,6.8696,2.5228,0.0007,13711.8263,0.0,-0.001,0.001,4,7.549,7,0.0,3.4749,1.1451,0,False,24,0.0,complete,False,0,False,0.9761740478810933,False,20.0,6,True,1,ScheduleShift
2025-07-25,2193681000,2025,7,4,False,66.744,0.0005,6.7179,2.5992,0.0003,13408.9321,0.0,0.001,-0.001,4,7.288,6,0.0,3.4219,1.0651,0,False,24,0.0,complete,False,0,False,0.5924020319546713,False,20.0,6,True,1,ScheduleShift
2025-07-26,2193681000,2025,7,5,True,67.038,0.0005,6.7395,2.6234,0.0003,13452.0958,0.0,0.001,-0.001,4,7.285,6,0.0,3.4309,1.0228,0,False,24,0.0,complete,False,0,False,0.5649119509722687,False,20.0,6,True,1,ScheduleShift
2025-07-27,2193681000,2025,7,6,True,66.702,0.0005,6.6666,2.6728,0.0003,13306.6367,0.0,0.001,-0.001,4,7.14,6,0.0,3.4095,0.9852,0,False,24,0.0,complete,False,0,False,0.33834848606376394,False,20.0,6,True,1,ScheduleShift
2025-07-28,2193681000,2025,7,0,False,65.503,0.0005,6.5423,2.6318,0.0007,13058.3832,0.0,-0.001,0.001,3,7.204,7,0.0,3.3695,1.1622,0,False,24,0.0,complete,False,0,False,-0.005223109208093129,False,20.0,6,True,1,ScheduleShift
2025-07-29,2193681000,2025,7,1,False,67.502,0.0005,6.7529,2.6948,0.0003,13478.7924,0.0,0.001,-0.001,4,7.253,6,0.0,3.4414,0.9105,0,False,24,0.0,complete,False,0,False,0.38236805065217105,False,20.0,6,True,1,ScheduleShift
2025-07-30,2193681000,2025,7,2,False,67.753,0.0005,6.7811,2.6996,0.0007,13535.1796,0.0,-0.001,0.001,4,7.282,7,0.0,3.4508,0.8771,0,False,24,0.0,complete,False,0,False,0.4312873894492089,False,20.0,6,True,1,ScheduleShift
2025-07-31,2193681000,2025,7,3,False,68.106,0.0005,6.807,2.7288,0.0007,13586.8263,0.0,-0.001,0.001,4,7.275,7,0.0,3.4645,0.8353,0,False,24,0.0,complete,False,0,False,0.47914862766321137,False,20.0,6,True,1,ScheduleShift
2025-08-01,2193681000,2025,8,4,False,68.787,0.0004,6.8541,2.79,0.0003,18229.0559,0.0,0.001,-0.001,4,7.332,6,0.0,3.4893,0.795,0,False,24,0.0,complete,False,0,False,0.5828608734617929,False,20.0,6,True,1,ScheduleShift
2025-08-02,2193681000,2025,8,5,True,68.798,0.0005,6.8433,2.8094,0.0003,13659.1816,0.0,0.001,-0.001,4,7.273,6,0.0,3.4802,0.7699,0,False,24,0.0,complete,False,0,False,0.5502794397857246,False,20.0,6,True,1,ScheduleShift
2025-08-03,2193681000,2025,8,6,True,69.273,0.0005,6.8875,2.8334,0.0007,13747.505,0.0,-0.001,0.001,4,7.3,7,0.0,3.4907,0.7188,0,False,24,0.0,complete,False,0,False,0.6696161199420451,False,20.0,6,True,1,ScheduleShift
2025-08-04,2193681000,2025,8,0,False,69.971,0.0005,6.9749,2.8334,0.0003,13921.9062,0.0,0.001,-0.001,4,7.408,6,0.0,3.5152,0.6957,0,False,24,0.0,complete,False,0,False,0.9469726071920329,False,20.0,6,True,1,ScheduleShift
