Date,OSF_ID,Priority,CombinedScore,AnomalyTypes,RuleScore,ForecastScore,GAFScore,CPScore,Anomaly_Hours,CP_Proximity_Days,missing_ratio,data_quality_flag
2025-04-28,2193681000,LOW,0.14811959543336078,ScheduleShift,0.3333333333333333,0.01479505737332612,0.03745301015443373,0.18095238095238098,0,4,0.0,complete
2025-09-01,2193681000,LOW,0.14718577385370318,ScheduleShift,0.3333333333333333,0.027735966660146372,0.013372538325915477,0.18095238095238098,1,4,0.0,complete
2025-08-24,2193681000,LOW,0.14680695338486252,ScheduleShift,0.3333333333333333,0.021082749543301034,0.021458261656980105,0.18095238095238098,0,4,0.0,complete
2025-07-19,2193681000,LOW,0.1467098401928349,ScheduleShift,0.3333333333333333,0.0820417013404239,0.05554159400848369,0.05494505494505495,12,12,0.0,complete
2025-01-15,2193681000,LOW,0.1465369554871552,ScheduleShift,0.3333333333333333,0.009782143816246218,0.07118616488600994,0.1468253968253968,0,5,0.0,complete
2025-08-10,2193681000,LOW,0.14504753887000965,ScheduleShift,0.3333333333333333,0.008842222524293734,0.031021979611226772,0.18095238095238098,0,4,0.0,complete
2025-07-26,2193681000,LOW,0.14449538620120186,ScheduleShift,0.3333333333333333,0.019973741881367687,0.045690921358560996,0.1468253968253968,0,5,0.0,complete
2025-01-26,2193681000,LOW,0.14389776970471943,ScheduleShift,0.3333333333333333,0.03539661905624489,0.04394494034739315,0.12244897959183673,0,6,0.0833,partial_missing
2025-01-14,2193681000,LOW,0.14372291625319555,ScheduleShift,0.3333333333333333,0.01001422314759251,0.08114426695275218,0.12244897959183673,0,6,0.0,complete
2025-08-05,2193681000,LOW,0.1436457090779782,ScheduleShift,0.3333333333333333,0.02273714363389817,0.03729743311364684,0.1468253968253968,0,5,0.0,complete
2025-05-03,2193681000,LOW,0.1425366517761184,ScheduleShift,0.3333333333333333,0.013947967813912157,0.04493591033432708,0.1468253968253968,0,5,0.0,complete
2025-08-18,2193681000,LOW,0.1424515650167502,ScheduleShift,0.3333333333333333,0.005397502163310916,0.023209190886403577,0.18095238095238098,0,4,0.0,complete
2025-04-29,2193681000,LOW,0.1421758053854231,ScheduleShift,0.3333333333333333,0.01619084878042311,0.03976735693108396,0.1468253968253968,0,5,0.0,complete
2025-05-13,2193681000,LOW,0.14207396160120253,ScheduleShift,0.3333333333333333,0.018448649132520617,0.035871437481834884,0.1468253968253968,1,5,0.0,complete
2025-04-20,2193681000,LOW,0.14161978411054968,ScheduleShift,0.3333333333333333,0.004706237297800881,0.02008718365366616,0.18095238095238098,0,4,0.0,complete
2025-12-04,2193681000,LOW,0.14030393945838113,,0.0,0.10106391796327177,0.06182858225175978,0.48809523809523814,0,1,0.0,complete
2025-12-02,2193681000,LOW,0.13989985873107796,,0.0,0.10012233896180969,0.0612205471174371,0.48809523809523814,0,1,0.0,complete
2025-03-31,2193681000,LOW,0.13981544867277426,ScheduleShift,0.3333333333333333,0.11766090557355088,0.00544302786068792,0.017142857142857144,8,24,0.0,complete
2025-07-25,2193681000,LOW,0.13908523749193957,ScheduleShift,0.3333333333333333,0.017057830853952478,0.047390461586932345,0.12244897959183673,0,6,0.0,complete
2025-09-02,2193681000,LOW,0.1387258975550056,ScheduleShift,0.3333333333333333,0.023076145228614734,0.01218987310670917,0.1468253968253968,1,5,0.0,complete
2025-08-09,2193681000,LOW,0.13863024879943672,ScheduleShift,0.3333333333333333,0.009021255151332301,0.03279396444478831,0.1468253968253968,0,5,0.0,complete
2025-08-06,2193681000,LOW,0.13846524764969853,ScheduleShift,0.3333333333333333,0.02239234005589797,0.03628874857280904,0.12244897959183673,0,6,0.0,complete
2025-07-24,2193681000,LOW,0.13841287000160174,ScheduleShift,0.3333333333333333,0.019839467411088753,0.05813848222470898,0.10416666666666667,0,7,0.0,complete
2025-01-27,2193681000,LOW,0.13823270634132104,ScheduleShift,0.3333333333333333,0.025132533875293836,0.04929806422699779,0.10416666666666667,0,7,0.0,complete
2026-01-02,2193681000,LOW,0.13809992608776084,,0.0,0.09455409271900829,0.060573253265053646,0.48809523809523814,0,1,0.0,complete
2025-04-30,2193681000,LOW,0.13801396170685423,ScheduleShift,0.3333333333333333,0.01741755381753923,0.041494498216125615,0.12244897959183673,0,6,0.0,complete
2025-08-08,2193681000,LOW,0.1377839241488293,ScheduleShift,0.3333333333333333,0.02170936373793602,0.03390659554540582,0.12244897959183673,0,6,0.0,complete
